# Experiment Metadata
# experiment: baseline_comparison
# algorithms: ['Pure_LPA', 'Pure_Leiden', 'Optimal_Hybrid', 'Louvain']
# repeat_count: 5
# datasets: ['karate', 'cora', 'citeseer', 'pubmed', 'dolphin', 'football', 'polblog', 'mexican']
# timestamp: 2025-08-06T12:20:07.937440
# optimal_hybrid_config: {'core_ratio': 0.5, 'centrality_method': 'pagerank', 'anchor_strategy': 'dynamic_iterative'}
# 
dataset,algorithm,run_id,runtime,nodes,edges,num_communities,modularity,conductance,coverage,nmi,ami,ari,accuracy,f1_score
cora,Pure_Leiden,2,0.04657173156738281,2485,5069,32,0.8115845093869528,0.20413428166869013,0.8697968041033735,0.4622802459878644,0.45339945532146775,0.24712850242515744,0.39114688128772634,0.12308504446814736
cora,Pure_Leiden,3,0.04595661163330078,2485,5069,28,0.8104373105474694,0.20701714139080662,0.8772933517459065,0.4642516248483743,0.4565213570848173,0.2929289587488917,0.413682092555332,0.1375051431364275
cora,Pure_Leiden,4,0.04701113700866699,2485,5069,29,0.8115002315063371,0.20632234491122292,0.8715723022292365,0.4620006326153362,0.45410102464168894,0.2634964922708456,0.38873239436619716,0.13427811737604434
cora,Optimal_Hybrid,0,0.04324817657470703,2485,5069,29,0.7049036766677849,0.32617990510466366,0.813769974353916,0.2516851166290697,0.2395524080667379,0.1481642511641262,0.3436619718309859,0.1048565956801438
cora,Optimal_Hybrid,1,0.043851613998413086,2485,5069,30,0.7052363514881499,0.33217234905914034,0.815545472479779,0.2584555396317427,0.24597091480927294,0.15352617938238963,0.3448692152917505,0.09154202179884965
cora,Optimal_Hybrid,2,0.04186677932739258,2485,5069,28,0.7074835021816313,0.3232169937357021,0.8230420201223121,0.26708581848028307,0.25542120992083994,0.1581491270778117,0.3609657947686117,0.09891018684409117
cora,Optimal_Hybrid,3,0.041811466217041016,2485,5069,29,0.7065628475781502,0.32753195627912435,0.8240284079700138,0.2661942034474349,0.2540441441779673,0.15719277204093604,0.3573440643863179,0.09349711788524172
cora,Optimal_Hybrid,4,0.04153895378112793,2485,5069,31,0.7047889256490847,0.3263105826582844,0.8246202406786348,0.2766290406630596,0.2638017346690247,0.15688801988697335,0.3617706237424547,0.09503683957820641
cora,Louvain,0,0.14908051490783691,2485,5069,27,0.8027728687571758,0.19694865006383735,0.8745314657723416,0.462718231206119,0.45507781876656245,0.2948762291751673,0.4249496981891348,0.1729893259251077
cora,Louvain,1,0.11873674392700195,2485,5069,29,0.8047130697187648,0.208246765628423,0.8648648648648649,0.46316213949942636,0.455214629113802,0.24890868473192873,0.3843058350100604,0.14325768649437612
cora,Louvain,2,0.11961936950683594,2485,5069,27,0.8044992128940214,0.1975321181791818,0.8796606825803907,0.46074829828603825,0.45307687414713876,0.3110320687782449,0.46156941649899397,0.1906806721888645
cora,Louvain,3,0.13256144523620605,2485,5069,26,0.8017395452715048,0.21895100594704736,0.8654566975734859,0.45795417123979254,0.4507416913323743,0.2591865103667402,0.3991951710261569,0.1689593275752583
cora,Louvain,4,0.10491442680358887,2485,5069,28,0.8042545910428976,0.21678514229686294,0.8654566975734859,0.44806979361757093,0.44018615611837136,0.2586395405860493,0.3879275653923541,0.15035491561226177
citeseer,Pure_LPA,0,0.009626388549804688,2110,3720,217,0.7538800728407902,0.38837953816524157,0.7895161290322581,0.3411767616801552,0.279060723533656,0.07797248383632462,0.15355450236966825,0.005981530007873938
citeseer,Pure_LPA,1,0.011075496673583984,2110,3720,221,0.7523124783211935,0.369244824320859,0.7803763440860215,0.3396879833905933,0.27669908389724335,0.06403396323123824,0.12132701421800948,0.0054561560354990804
citeseer,Pure_LPA,2,0.0111083984375,2110,3720,212,0.7692679066944154,0.3663543013308282,0.807258064516129,0.3420642763676913,0.280970645348606,0.08196694107480965,0.14881516587677726,0.006040341745375605
citeseer,Pure_LPA,3,0.015518903732299805,2110,3720,211,0.7648322782980693,0.3670996599065455,0.8021505376344086,0.3420547843979819,0.28150249100467123,0.08181210059365546,0.14928909952606634,0.006023411294964555
citeseer,Pure_LPA,4,0.012379646301269531,2110,3720,207,0.7648237874320728,0.36878822789317955,0.8,0.34066092672604703,0.2811207368121641,0.07533135144091725,0.14407582938388624,0.005901699231426848
citeseer,Pure_Leiden,0,0.03452467918395996,2110,3720,40,0.8560370779858942,0.14234882382947794,0.9043010752688172,0.33095188966910505,0.3179439489893546,0.13428371286890353,0.23554502369668245,0.051247427205940235
citeseer,Pure_Leiden,1,0.03408050537109375,2110,3720,40,0.8559135810498326,0.13642272186014667,0.9067204301075269,0.33248215838057416,0.31932767637774784,0.14945205089027785,0.25118483412322273,0.05303816890838542
citeseer,Pure_Leiden,2,0.0345456600189209,2110,3720,38,0.8554930483292866,0.13817236240148867,0.9172043010752688,0.3299487555553883,0.3173753660908607,0.16050833038669418,0.26398104265402844,0.05869926742489911
citeseer,Pure_Leiden,3,0.03395676612854004,2110,3720,40,0.8560062218175511,0.13807636288791597,0.9115591397849462,0.33823744980506326,0.325196826765081,0.1622105738773545,0.2682464454976303,0.05798030284180132
citeseer,Pure_Leiden,4,0.0335538387298584,2110,3720,40,0.855921566077003,0.13665055575973822,0.9059139784946236,0.33108541518250284,0.31794986701620664,0.14497490722323658,0.24976303317535545,0.052480001384496065
citeseer,Optimal_Hybrid,0,0.03359365463256836,2110,3720,58,0.7599015420857903,0.33876382234398766,0.8400537634408602,0.2019058026315832,0.1772462630133813,0.10637525798941648,0.22748815165876776,0.02799820616975106
citeseer,Optimal_Hybrid,1,0.03212594985961914,2110,3720,58,0.7585098349520176,0.34010639678546367,0.8389784946236559,0.1999373752956243,0.17516772114024748,0.10772758573678459,0.22938388625592418,0.028341122193542657
citeseer,Optimal_Hybrid,2,0.04973196983337402,2110,3720,58,0.7598021808879641,0.3387215884136268,0.839247311827957,0.2023481749893776,0.17772696154151443,0.11037414563708794,0.24834123222748816,0.03057506587095324
citeseer,Optimal_Hybrid,3,0.03177165985107422,2110,3720,58,0.7566072667360387,0.34001732685936276,0.8470430107526882,0.2029756608416683,0.17816743376167088,0.1252571576140292,0.2791469194312796,0.03302347323782621
citeseer,Optimal_Hybrid,4,0.08827090263366699,2110,3720,59,0.7587195412764483,0.3380483356381501,0.8424731182795699,0.21412206445308032,0.18933576385538237,0.11583538537638732,0.23270142180094786,0.028747881501143532
citeseer,Louvain,0,0.0804588794708252,2110,3720,36,0.852479910972367,0.13161208162971,0.907258064516129,0.3338542789997346,0.321915637441072,0.16312886893176803,0.2800947867298578,0.07550962436688348
citeseer,Louvain,1,0.11800122261047363,2110,3720,37,0.8519273181870737,0.13344214256884798,0.907258064516129,0.3313303410202919,0.3190024866652282,0.1613114370989913,0.2729857819905213,0.07494511688797884
citeseer,Louvain,2,0.08705449104309082,2110,3720,34,0.8497632312984162,0.1395855534138036,0.9034946236559139,0.3244402302683245,0.31316250571373144,0.1463316798143884,0.23601895734597156,0.06644087415025828
citeseer,Louvain,3,0.11125421524047852,2110,3720,41,0.8519936914672218,0.13699130412139135,0.9190860215053763,0.3259996840427111,0.31223640674270253,0.15734685649435315,0.25213270142180094,0.058361061927488675
citeseer,Louvain,4,0.0833272933959961,2110,3720,35,0.8520331830269398,0.13978162211724968,0.9026881720430108,0.3276142057864013,0.3160764960811126,0.1436736043068144,0.22890995260663508,0.0659649051190704
pubmed,Pure_LPA,0,0.20438480377197266,19717,44327,1267,0.6214572786896043,0.5396351951304177,0.6423173235274212,0.1769311249717014,0.16005966179899664,0.019139036228162754,0.08855302530810975,0.00034044551996999597
pubmed,Pure_LPA,1,0.19710326194763184,19717,44327,1260,0.6221141422517781,0.5450904706024707,0.6521533151352449,0.17506830730702483,0.15823366044390252,0.01976972527618599,0.09484201450524928,0.0003456903254161959
pubmed,Pure_LPA,2,0.20894289016723633,19717,44327,1212,0.6420938621224088,0.5322406611059424,0.6901211451259954,0.1819006894734848,0.1652425874182918,0.04032799240511165,0.13465537353552773,0.00047917518020197176
pubmed,Pure_LPA,3,0.20322060585021973,19717,44327,1201,0.6396061429164154,0.5319329139056137,0.6870981568795542,0.1793649752791325,0.16283634457716167,0.03885010302051221,0.13551757366739361,0.00047801989140518983
pubmed,Pure_LPA,4,0.23626089096069336,19717,44327,1213,0.6292801875118725,0.5365135060533883,0.6563945225257743,0.17854956626180624,0.1622171552990035,0.024679621178465113,0.10123243901202009,0.00038791488997581884
pubmed,Pure_Leiden,0,0.675029993057251,19717,44327,38,0.7815930319989061,0.22850269826446237,0.8663794075845421,0.20190615521349883,0.2011576173146219,0.1066923049540299,0.22736724653852006,0.03209781256497552
pubmed,Pure_Leiden,1,0.641425609588623,19717,44327,42,0.782022491681997,0.22826754423558096,0.8535204277302773,0.205537046518316,0.2047306783744198,0.09304330430830762,0.2065222904092915,0.02295424487663958
pubmed,Pure_Leiden,2,0.6357965469360352,19717,44327,39,0.7831755046511477,0.21546036712168118,0.8540392988472038,0.1999285415216085,0.19917300722738107,0.09074281571560074,0.20429071359740325,0.02940551833441793
pubmed,Pure_Leiden,3,0.6684825420379639,19717,44327,43,0.7834129042911544,0.2265125170895354,0.8536783450267331,0.20246674020036165,0.2016430807734156,0.09064135034555386,0.20195770147588377,0.027039101840638825
pubmed,Pure_Leiden,4,0.6807694435119629,19717,44327,38,0.7835279780681529,0.21415790290594605,0.8660635729916304,0.20064608420610736,0.19989239679802465,0.09746219301355535,0.19521225338540346,0.029576277361264735
pubmed,Optimal_Hybrid,0,0.49417877197265625,19717,44327,20,0.7800656580491874,0.23810294773889,0.8658154172400568,0.22095079579444377,0.22055145215881114,0.11826794368939472,0.22904092914743623,0.06530812267848848
pubmed,Optimal_Hybrid,1,0.5316832065582275,19717,44327,25,0.776771759769307,0.23676953865974254,0.8683646535971304,0.21580409767145972,0.21530054960009687,0.1284132722441231,0.2644418522087539,0.05549151027370073
pubmed,Optimal_Hybrid,2,0.5699212551116943,19717,44327,20,0.7731947642158992,0.2215229383226406,0.8816973853407629,0.20995741747553107,0.2095392006378305,0.15011413017291209,0.3225135669726632,0.0681207333894753
pubmed,Optimal_Hybrid,3,0.6190316677093506,19717,44327,21,0.7768674682704214,0.2245892780867525,0.878087847136057,0.21428574847806714,0.2138530326612669,0.13020802551717067,0.2713901709184967,0.059012586207496366
pubmed,Optimal_Hybrid,4,0.5155227184295654,19717,44327,27,0.7735484293069558,0.21377388348637127,0.8751776569585129,0.22603398004503392,0.22546039941929813,0.14419867741349257,0.3104934827813562,0.049011210219149996
pubmed,Louvain,0,1.4955055713653564,19717,44327,41,0.7658673281699628,0.23592994225134373,0.8582128273963949,0.20037289774103867,0.199550969205546,0.11104561838749341,0.2605873104427651,0.02937849061196091
pubmed,Louvain,1,1.4178037643432617,19717,44327,40,0.7727003604599997,0.23463032922609678,0.8547837661019243,0.20079377720886027,0.20002411108412113,0.09620489674322069,0.21311558553532484,0.02500283028911331
pubmed,Louvain,2,1.7504253387451172,19717,44327,37,0.774498381832092,0.24592871173460618,0.8465043878448801,0.19432789436332398,0.19361260661850446,0.08998511871949924,0.20642085509966018,0.027401291008530455
pubmed,Louvain,3,1.6970610618591309,19717,44327,40,0.7691431561620536,0.24284231395717745,0.8456922417488213,0.2005180569127526,0.1997448853138797,0.0934870126199298,0.2052036313840848,0.024147045189235147
pubmed,Louvain,4,1.7390120029449463,19717,44327,43,0.7687218328415746,0.2384153299815465,0.8590475331062333,0.20448484523052163,0.20362884118597807,0.1127495293401708,0.25095095602779327,0.027900423610597785
dolphin,Pure_LPA,0,0.0004191398620605469,62,159,3,0.36489854040583825,0.2913154533844189,0.9182389937106918,0.8645359651201513,0.8611279589665324,0.9109321275493383,0.9032258064516129,0.6078431372549019
dolphin,Pure_LPA,1,0.00028705596923828125,62,159,4,0.512776393338871,0.3494280343716434,0.8050314465408805,0.6470852792551364,0.63738335302011,0.4605125890473372,0.6774193548387096,0.6111111111111112
dolphin,Pure_LPA,2,0.00026607513427734375,62,159,4,0.4439895573751038,0.382889461626575,0.8113207547169812,0.688540651136317,0.6791962543977542,0.5872526370612732,0.7419354838709677,0.4220985691573927
dolphin,Pure_LPA,3,0.0004107952117919922,62,159,4,0.4693247893675092,0.3653381642512078,0.8176100628930818,0.6761533956699596,0.6666679284304013,0.5484455975268963,0.7096774193548387,0.4142156862745098
dolphin,Pure_LPA,4,0.00039005279541015625,62,159,3,0.36489854040583825,0.2913154533844189,0.9182389937106918,0.8645359651201513,0.8611279589665324,0.9109321275493383,0.9032258064516129,0.6078431372549019
dolphin,Pure_Leiden,0,0.0014047622680664062,62,159,5,0.526858114789763,0.4299183673469388,0.7547169811320755,0.5807614631081017,0.5666490123833074,0.36234876489467527,0.5645161290322581,0.32388663967611336
dolphin,Pure_Leiden,1,0.0012774467468261719,62,159,5,0.5276096673391084,0.4286053355511483,0.7610062893081762,0.588027225496842,0.5738422313453756,0.37901401746741004,0.5967741935483871,0.33637548891786184
dolphin,Pure_Leiden,2,0.0012843608856201172,62,159,5,0.5241090146750523,0.43327859879584024,0.7484276729559748,0.5124320681941835,0.4960721697856506,0.3329497417985624,0.5645161290322581,0.3240677966101695
dolphin,Pure_Leiden,3,0.0013277530670166016,62,159,5,0.5233376844270401,0.4349718381976446,0.7610062893081762,0.5138894311249272,0.49723821160676046,0.34186883932177187,0.5806451612903226,0.32999999999999996
dolphin,Pure_Leiden,4,0.0013473033905029297,62,159,5,0.5276096673391084,0.4286053355511483,0.7610062893081762,0.588027225496842,0.5738422313453756,0.37901401746741004,0.5967741935483871,0.33637548891786184
dolphin,Optimal_Hybrid,0,0.0018887519836425781,62,159,4,0.512776393338871,0.3494280343716434,0.8050314465408805,0.6470852792551364,0.63738335302011,0.4605125890473372,0.6774193548387096,0.4855769230769231
dolphin,Optimal_Hybrid,1,0.0017309188842773438,62,159,4,0.512776393338871,0.3494280343716434,0.8050314465408805,0.6470852792551364,0.63738335302011,0.4605125890473372,0.6774193548387096,0.4855769230769231
dolphin,Optimal_Hybrid,2,0.0016777515411376953,62,159,4,0.512776393338871,0.3494280343716434,0.8050314465408805,0.6470852792551364,0.63738335302011,0.4605125890473372,0.6774193548387096,0.4855769230769231
dolphin,Optimal_Hybrid,3,0.0016720294952392578,62,159,4,0.512776393338871,0.3494280343716434,0.8050314465408805,0.6470852792551364,0.63738335302011,0.4605125890473372,0.6774193548387096,0.4855769230769231
dolphin,Optimal_Hybrid,4,0.00171661376953125,62,159,4,0.512776393338871,0.3494280343716434,0.8050314465408805,0.6470852792551364,0.63738335302011,0.4605125890473372,0.6774193548387096,0.4855769230769231
dolphin,Louvain,0,0.0017206668853759766,62,159,5,0.518828369130968,0.43989898989898996,0.7547169811320755,0.5162338069720358,0.4997832101332721,0.3430834433405128,0.5806451612903226,0.32999999999999996
dolphin,Louvain,1,0.0018658638000488281,62,159,5,0.5277283335311103,0.42912471655328793,0.7735849056603774,0.5932109616346125,0.5789749368486392,0.39016130573139146,0.6129032258064516,0.5195853791598473
dolphin,Louvain,2,0.0017812252044677734,62,159,5,0.518828369130968,0.43989898989898996,0.7547169811320755,0.5162338069720358,0.4997832101332721,0.3430834433405128,0.5806451612903226,0.32999999999999996
dolphin,Louvain,3,0.0017032623291015625,62,159,5,0.5233376844270401,0.4349718381976446,0.7610062893081762,0.5138894311249272,0.49723821160676046,0.34186883932177187,0.5806451612903226,0.3627659574468085
dolphin,Louvain,4,0.0017504692077636719,62,159,5,0.5176614849096159,0.43887117208986126,0.7672955974842768,0.46677844221296466,0.44796894478103605,0.33212278248254257,0.5967741935483871,0.47119155354449477
football,Pure_LPA,0,0.0007574558258056641,115,613,4,0.3342026617416551,0.36283130825813753,0.8580750407830342,0.5422690451579494,0.4910084846727137,0.14175753246246114,0.4,0.27280701754385966
football,Pure_LPA,1,0.0004918575286865234,115,613,6,0.5528276680620275,0.40382646641345915,0.7618270799347472,0.7225417799597307,0.678499036791874,0.44622119496826956,0.5565217391304348,0.3815070315827789
football,Pure_LPA,2,0.0006172657012939453,115,613,8,0.5382043223363291,0.4873702558222338,0.7194127243066885,0.7665780706007678,0.7161283762811232,0.4875183760946878,0.5826086956521739,0.45459699031127604
football,Pure_LPA,3,0.0006213188171386719,115,613,7,0.5548621626584417,0.45541126464117504,0.7422512234910277,0.7367450066217289,0.6877717786177245,0.46548185136863063,0.5739130434782609,0.4315263767545032
football,Pure_LPA,4,0.0006203651428222656,115,613,6,0.5574688172787005,0.416764699507813,0.7422512234910277,0.7722141432617066,0.7364269130397985,0.5279824019032195,0.5739130434782609,0.37866754314122736
football,Pure_Leiden,0,0.002532958984375,115,613,10,0.6045695626834573,0.45312051268330283,0.7079934747145188,0.8903166312052426,0.8599792855823511,0.8069408992735126,0.8695652173913043,0.7659457988405357
football,Pure_Leiden,1,0.0023763179779052734,115,613,10,0.6045695626834573,0.45312051268330283,0.7079934747145188,0.8903166312052426,0.8599792855823511,0.8069408992735126,0.8695652173913043,0.7659457988405357
football,Pure_Leiden,2,0.0026006698608398438,115,613,10,0.6045695626834573,0.45312051268330283,0.7079934747145188,0.8903166312052426,0.8599792855823511,0.8069408992735126,0.8695652173913043,0.7659457988405357
football,Pure_Leiden,3,0.002374887466430664,115,613,10,0.6045695626834573,0.45312051268330283,0.7079934747145188,0.8903166312052426,0.8599792855823511,0.8069408992735126,0.8695652173913043,0.7659457988405357
football,Pure_Leiden,4,0.002418041229248047,115,613,10,0.6045695626834573,0.45312051268330283,0.7079934747145188,0.8903166312052426,0.8599792855823511,0.8069408992735126,0.8695652173913043,0.7659457988405357
football,Optimal_Hybrid,0,0.002894163131713867,115,613,6,0.5453816041238101,0.41407547320948374,0.7569331158238173,0.7318472399435509,0.6893423647516085,0.4591777972419897,0.5565217391304348,0.39033613445378146
football,Optimal_Hybrid,1,0.0034275054931640625,115,613,6,0.5453816041238101,0.41407547320948374,0.7569331158238173,0.7318472399435509,0.6893423647516085,0.4591777972419897,0.5565217391304348,0.39033613445378146
football,Optimal_Hybrid,2,0.00296783447265625,115,613,6,0.5453816041238101,0.41407547320948374,0.7569331158238173,0.7318472399435509,0.6893423647516085,0.4591777972419897,0.5565217391304348,0.39033613445378146
football,Optimal_Hybrid,3,0.0029740333557128906,115,613,6,0.5453816041238101,0.41407547320948374,0.7569331158238173,0.7318472399435509,0.6893423647516085,0.4591777972419897,0.5565217391304348,0.39033613445378146
football,Optimal_Hybrid,4,0.002899169921875,115,613,6,0.5453816041238101,0.41407547320948374,0.7569331158238173,0.7318472399435509,0.6893423647516085,0.4591777972419897,0.5565217391304348,0.39033613445378146
football,Louvain,0,0.004877805709838867,115,613,10,0.6045695626834573,0.45312051268330283,0.7079934747145188,0.8903166312052428,0.8599792855823515,0.8069408992735126,0.8695652173913043,0.7659457988405357
football,Louvain,1,0.004301786422729492,115,613,9,0.6044072289092502,0.4378685237114601,0.7292006525285482,0.8560827304388346,0.8205204026118351,0.7070672690945654,0.8,0.6710260127442789
football,Louvain,2,0.004234790802001953,115,613,10,0.6043460210927458,0.45289723418612676,0.7079934747145188,0.8849617336322009,0.853143048589177,0.803468051450249,0.8695652173913043,0.766348705852638
football,Louvain,3,0.004406929016113281,115,613,8,0.5990236022662859,0.4210001317291466,0.7438825448613376,0.8315216219423307,0.794812329650978,0.63264641613094,0.7304347826086957,0.5747633149369588
football,Louvain,4,0.003682374954223633,115,613,9,0.6044072289092502,0.4378685237114601,0.7292006525285482,0.8560827304388346,0.8205204026118351,0.7070672690945654,0.8,0.6710260127442789
mexican,Pure_LPA,0,0.00022077560424804688,35,117,2,0.2064431295200525,0.2958064516129032,0.8803418803418803,0.17916486437739204,0.1566288391041766,0.2592848744726468,0.7714285714285715,0.72
mexican,Pure_LPA,1,0.00018167495727539062,35,117,2,0.15512455256044977,0.3219047619047619,0.8888888888888888,0.08312923149393465,0.05490096690402259,0.13367345750195106,0.7142857142857143,0.6260683760683761
mexican,Pure_LPA,2,0.00020956993103027344,35,117,2,0.2064431295200525,0.2958064516129032,0.8803418803418803,0.17916486437739204,0.1566288391041766,0.2592848744726468,0.7714285714285715,0.72
mexican,Pure_LPA,3,0.00015878677368164062,35,117,2,0.2064431295200525,0.2958064516129032,0.8803418803418803,0.17916486437739204,0.1566288391041766,0.2592848744726468,0.7714285714285715,0.72
mexican,Pure_Leiden,0,0.0009627342224121094,35,117,4,0.345350281247717,0.5695292066259808,0.6068376068376068,0.23597982535480105,0.19766732939852694,0.1740564728169451,0.5142857142857142,0.5108695652173912
mexican,Pure_Leiden,1,0.000942230224609375,35,117,4,0.3573307034845496,0.522103027057611,0.717948717948718,0.2138084901895199,0.16873649507992253,0.1570386803435324,0.5714285714285714,0.5177865612648221
mexican,Pure_Leiden,2,0.0010018348693847656,35,117,4,0.3573307034845496,0.522103027057611,0.717948717948718,0.2138084901895199,0.16873649507992253,0.1570386803435324,0.5714285714285714,0.5177865612648221
mexican,Pure_Leiden,3,0.0009369850158691406,35,117,3,0.3536050843743151,0.437969641581992,0.7350427350427351,0.22206536235960078,0.19266792612125236,0.19861781168236164,0.6,0.8011363636363636
mexican,Pure_Leiden,4,0.0009121894836425781,35,117,3,0.3536050843743151,0.437969641581992,0.7350427350427351,0.22206536235960078,0.19266792612125236,0.19861781168236164,0.6,0.8011363636363636
