# Experiment Metadata
# experiment: baseline_comparison
# algorithms: ['Pure_LPA', 'Pure_Leiden', 'Optimal_Hybrid', 'Louvain']
# repeat_count: 5
# datasets: ['karate', 'cora', 'citeseer', 'pubmed', 'dolphin', 'football', 'polblog', 'mexican']
# timestamp: 2025-08-04T22:37:18.719667
# optimal_hybrid_config: {'core_ratio': 0.5, 'centrality_method': 'pagerank', 'anchor_strategy': 'dynamic_iterative'}
# 
dataset,algorithm,run_id,runtime,nodes,edges,num_communities,modularity,conductance,coverage,nmi,ami,ari,accuracy
karate,Optimal_Hybrid,4,0.0010688304901123047,34,78,2,0.3717948717948718,0.22727272727272727,0.8717948717948718,0.6772430411026018,0.6699133628094176,0.7716262975778547,0.9411764705882353
karate,Louvain,0,0.0019555091857910156,34,78,4,0.39201183431952663,0.5067139990739311,0.6923076923076923,0.4943787001114025,0.4678696945580147,0.4069690992767916,0.6176470588235294
karate,Louvain,1,0.002118825912475586,34,78,4,0.4155982905982906,0.4367224880382775,0.7564102564102564,0.49767919088435086,0.47041736545606105,0.4292907180385289,0.6764705882352942
karate,Louvain,2,0.0014755725860595703,34,78,4,0.4155982905982905,0.4367224880382775,0.7564102564102564,0.4976791908843508,0.470417365456061,0.4292907180385289,0.6764705882352942
karate,Louvain,3,0.03708600997924805,34,78,4,0.41559829059829057,0.4367224880382775,0.7564102564102564,0.49767919088435086,0.47041736545606105,0.4292907180385289,0.6764705882352942
karate,Louvain,4,0.0009157657623291016,34,78,4,0.41880341880341876,0.4421052631578948,0.7307692307692307,0.4899672048193782,0.4637523808301654,0.39223854417890813,0.6176470588235294
cora,Pure_LPA,0,0.015861988067626953,2485,5069,160,0.720293000584827,0.4409146282433472,0.7624778062734268,0.42282178564214373,0.3802206347869675,0.17871109941712515,0.2631790744466801
cora,Pure_LPA,1,0.013013362884521484,2485,5069,155,0.7206823601122427,0.4383486117861935,0.7650424146774512,0.4134593488047485,0.37105717256737275,0.172144025677879,0.26680080482897384
cora,Pure_LPA,2,0.017003536224365234,2485,5069,160,0.7202128091403532,0.44450123490697874,0.7662260800946933,0.41974265570354174,0.37651235911176717,0.17086747034146219,0.27364185110663986
cora,Pure_LPA,3,0.013077497482299805,2485,5069,148,0.724899873557882,0.42412098962964484,0.7697770763464195,0.4212235188651227,0.38119563049960253,0.18527893629127712,0.2603621730382294
cora,Pure_LPA,4,0.013205766677856445,2485,5069,159,0.7184626858370075,0.4289368877865111,0.7634641941211284,0.416458447863317,0.37336897970744726,0.17162203611338173,0.2599597585513079
cora,Pure_Leiden,0,0.05652666091918945,2485,5069,31,0.8110152299139893,0.2076799023909677,0.8761096863286645,0.45949590146283104,0.450857320115558,0.2810750181330962,0.41488933601609657
cora,Pure_Leiden,1,0.04404807090759277,2485,5069,27,0.8111550444076908,0.20278247816678924,0.8753205760505031,0.47804093585437823,0.47069750020936557,0.2733654711335038,0.41770623742454727
cora,Pure_Leiden,2,0.053822994232177734,2485,5069,32,0.8115845093869528,0.20413428166869013,0.8697968041033735,0.4622802459878644,0.45339945532146775,0.24712850242515744,0.39114688128772634
cora,Pure_Leiden,3,0.042771100997924805,2485,5069,28,0.8104373105474694,0.20701714139080662,0.8772933517459065,0.4642516248483743,0.4565213570848173,0.2929289587488917,0.413682092555332
cora,Pure_Leiden,4,0.04215550422668457,2485,5069,29,0.8115002315063371,0.20632234491122292,0.8715723022292365,0.4620006326153362,0.45410102464168894,0.2634964922708456,0.38873239436619716
cora,Optimal_Hybrid,0,0.0269625186920166,2485,5069,61,0.41184613470426906,0.6378979686457206,0.4888538173209706,0.14019727918996744,0.11499778606746487,0.0655430086364401,0.24507042253521127
cora,Optimal_Hybrid,1,0.026124238967895508,2485,5069,61,0.4115330358589441,0.638917562401503,0.48806470704280924,0.14249733397181344,0.11746912049225207,0.06932949894427408,0.24104627766599598
cora,Optimal_Hybrid,2,0.030373096466064453,2485,5069,62,0.41285815034434453,0.6409971627959034,0.4906293154468337,0.14439318274274407,0.11887292977020875,0.07038414108658417,0.25875251509054326
cora,Optimal_Hybrid,3,0.025543689727783203,2485,5069,62,0.4103259610003767,0.6415580266830667,0.4855000986387848,0.1434449679246446,0.11802334982641557,0.06999101675984373,0.2442655935613682
cora,Optimal_Hybrid,4,0.02497696876525879,2485,5069,63,0.40798120286076994,0.6444091395484064,0.4845137107910831,0.14236973607315934,0.11635759482570522,0.06954145812644225,0.2442655935613682
cora,Louvain,0,0.14391064643859863,2485,5069,27,0.8027728687571758,0.19694865006383735,0.8745314657723416,0.462718231206119,0.45507781876656245,0.2948762291751673,0.4249496981891348
cora,Louvain,1,0.11579132080078125,2485,5069,29,0.8047130697187648,0.208246765628423,0.8648648648648649,0.46316213949942636,0.455214629113802,0.24890868473192873,0.3843058350100604
cora,Louvain,2,0.11542558670043945,2485,5069,27,0.8044992128940214,0.1975321181791818,0.8796606825803907,0.46074829828603825,0.45307687414713876,0.3110320687782449,0.46156941649899397
cora,Louvain,3,0.10887670516967773,2485,5069,26,0.8017395452715048,0.21895100594704736,0.8654566975734859,0.45795417123979254,0.4507416913323743,0.2591865103667402,0.3991951710261569
cora,Louvain,4,0.10588502883911133,2485,5069,28,0.8042545910428976,0.21678514229686294,0.8654566975734859,0.44806979361757093,0.44018615611837136,0.2586395405860493,0.3879275653923541
citeseer,Pure_LPA,0,0.010705709457397461,2110,3720,217,0.7538800728407902,0.38837953816524157,0.7895161290322581,0.3411767616801552,0.279060723533656,0.07797248383632462,0.15355450236966825
citeseer,Pure_LPA,1,0.010345697402954102,2110,3720,221,0.7523124783211935,0.369244824320859,0.7803763440860215,0.3396879833905933,0.27669908389724335,0.06403396323123824,0.12132701421800948
citeseer,Pure_LPA,2,0.010525703430175781,2110,3720,212,0.7692679066944154,0.3663543013308282,0.807258064516129,0.3420642763676913,0.280970645348606,0.08196694107480965,0.14881516587677726
citeseer,Pure_LPA,3,0.014745473861694336,2110,3720,211,0.7648322782980693,0.3670996599065455,0.8021505376344086,0.3420547843979819,0.28150249100467123,0.08181210059365546,0.14928909952606634
citeseer,Pure_LPA,4,0.017705202102661133,2110,3720,207,0.7648237874320728,0.36878822789317955,0.8,0.34066092672604703,0.2811207368121641,0.07533135144091725,0.14407582938388624
citeseer,Pure_Leiden,0,0.05138659477233887,2110,3720,40,0.8560370779858942,0.14234882382947794,0.9043010752688172,0.33095188966910505,0.3179439489893546,0.13428371286890353,0.23554502369668245
citeseer,Pure_Leiden,1,0.043509483337402344,2110,3720,40,0.8559135810498326,0.13642272186014667,0.9067204301075269,0.33248215838057416,0.31932767637774784,0.14945205089027785,0.25118483412322273
citeseer,Pure_Leiden,2,0.031835317611694336,2110,3720,38,0.8554930483292866,0.13817236240148867,0.9172043010752688,0.3299487555553883,0.3173753660908607,0.16050833038669418,0.26398104265402844
citeseer,Pure_Leiden,3,0.03178286552429199,2110,3720,40,0.8560062218175511,0.13807636288791597,0.9115591397849462,0.33823744980506326,0.325196826765081,0.1622105738773545,0.2682464454976303
citeseer,Pure_Leiden,4,0.031104087829589844,2110,3720,40,0.855921566077003,0.13665055575973822,0.9059139784946236,0.33108541518250284,0.31794986701620664,0.14497490722323658,0.24976303317535545
citeseer,Optimal_Hybrid,0,0.02245330810546875,2110,3720,134,0.4598694935830732,0.5704410691889295,0.5094086021505376,0.1415572151748893,0.08835286861769644,0.03141676567444946,0.14976303317535544
citeseer,Optimal_Hybrid,1,0.021172285079956055,2110,3720,133,0.4589793617759279,0.5695276464977579,0.5091397849462366,0.13956088578040904,0.08639518154335413,0.030940593263567066,0.15023696682464455
citeseer,Optimal_Hybrid,2,0.021862268447875977,2110,3720,134,0.4588349086599608,0.5709745953798663,0.5088709677419355,0.1399063601938493,0.08650070629607617,0.030509590884726007,0.15071090047393365
citeseer,Optimal_Hybrid,3,0.021490097045898438,2110,3720,134,0.46088586830847494,0.5697494093668652,0.5080645161290323,0.13831930417915964,0.08519650024820137,0.030179830481765865,0.14360189573459717
citeseer,Optimal_Hybrid,4,0.023714542388916016,2110,3720,134,0.45913404006243497,0.5705471900064869,0.5086021505376344,0.14086195145374142,0.08759729584823407,0.030858746461722555,0.14881516587677726
citeseer,Louvain,0,0.18735885620117188,2110,3720,36,0.852479910972367,0.13161208162971,0.907258064516129,0.3338542789997346,0.321915637441072,0.16312886893176803,0.2800947867298578
citeseer,Louvain,1,0.09546780586242676,2110,3720,37,0.8519273181870737,0.13344214256884798,0.907258064516129,0.3313303410202919,0.3190024866652282,0.1613114370989913,0.2729857819905213
citeseer,Louvain,2,0.07070088386535645,2110,3720,34,0.8497632312984162,0.1395855534138036,0.9034946236559139,0.3244402302683245,0.31316250571373144,0.1463316798143884,0.23601895734597156
citeseer,Louvain,3,0.07495665550231934,2110,3720,41,0.8519936914672218,0.13699130412139135,0.9190860215053763,0.3259996840427111,0.31223640674270253,0.15734685649435315,0.25213270142180094
citeseer,Louvain,4,0.08398294448852539,2110,3720,35,0.8520331830269398,0.13978162211724968,0.9026881720430108,0.3276142057864013,0.3160764960811126,0.1436736043068144,0.22890995260663508
pubmed,Pure_LPA,0,0.21097445487976074,19717,44327,1267,0.6214572786896043,0.5396351951304177,0.6423173235274212,0.1769311249717014,0.16005966179899664,0.019139036228162754,0.08855302530810975
pubmed,Pure_LPA,1,0.22845745086669922,19717,44327,1260,0.6221141422517781,0.5450904706024707,0.6521533151352449,0.17506830730702483,0.15823366044390252,0.01976972527618599,0.09484201450524928
pubmed,Pure_LPA,2,0.2138075828552246,19717,44327,1212,0.6420938621224088,0.5322406611059424,0.6901211451259954,0.1819006894734848,0.1652425874182918,0.04032799240511165,0.13465537353552773
pubmed,Pure_LPA,3,0.2082352638244629,19717,44327,1201,0.6396061429164154,0.5319329139056137,0.6870981568795542,0.1793649752791325,0.16283634457716167,0.03885010302051221,0.13551757366739361
pubmed,Pure_LPA,4,0.21970391273498535,19717,44327,1213,0.6292801875118725,0.5365135060533883,0.6563945225257743,0.17854956626180624,0.1622171552990035,0.024679621178465113,0.10123243901202009
pubmed,Pure_Leiden,0,0.5811214447021484,19717,44327,38,0.7815930319989061,0.22850269826446237,0.8663794075845421,0.20190615521349883,0.2011576173146219,0.1066923049540299,0.22736724653852006
pubmed,Pure_Leiden,1,0.5721828937530518,19717,44327,42,0.782022491681997,0.22826754423558096,0.8535204277302773,0.205537046518316,0.2047306783744198,0.09304330430830762,0.2065222904092915
pubmed,Pure_Leiden,2,0.6331496238708496,19717,44327,39,0.7831755046511477,0.21546036712168118,0.8540392988472038,0.1999285415216085,0.19917300722738107,0.09074281571560074,0.20429071359740325
pubmed,Pure_Leiden,3,0.5716369152069092,19717,44327,43,0.7834129042911544,0.2265125170895354,0.8536783450267331,0.20246674020036165,0.2016430807734156,0.09064135034555386,0.20195770147588377
pubmed,Pure_Leiden,4,0.5984036922454834,19717,44327,38,0.7835279780681529,0.21415790290594605,0.8660635729916304,0.20064608420610736,0.19989239679802465,0.09746219301355535,0.19521225338540346
pubmed,Optimal_Hybrid,0,0.34282684326171875,19717,44327,125,0.2965650807483812,0.596887228357314,0.37762537505357907,0.013774027921973317,0.009970640367918617,0.0038308904463053247,0.13790130344372875
pubmed,Optimal_Hybrid,1,0.3215804100036621,19717,44327,128,0.2946830953407915,0.6057887471959764,0.3789789518803438,0.01252302396846693,0.008657703898551654,0.0036831987847083633,0.14277019830603033
pubmed,Optimal_Hybrid,2,0.35785365104675293,19717,44327,132,0.29385718506591035,0.6130077391635863,0.38369391116024093,0.013947579820007397,0.009946886806387679,0.0038777609012974374,0.14464675153420906
pubmed,Optimal_Hybrid,3,0.3770902156829834,19717,44327,128,0.29181875445974764,0.6020454017784398,0.38637850519999095,0.013957113250540066,0.010003728387127039,0.0045356579680922585,0.16975199066795152
pubmed,Optimal_Hybrid,4,0.4280250072479248,19717,44327,130,0.29249619889185824,0.6059174875863282,0.38854422812281453,0.014393101734213024,0.010415831857925493,0.005678980142503511,0.17137495562205204
pubmed,Louvain,0,1.355684518814087,19717,44327,41,0.7658673281699628,0.23592994225134373,0.8582128273963949,0.20037289774103867,0.199550969205546,0.11104561838749341,0.2605873104427651
pubmed,Louvain,1,1.3664867877960205,19717,44327,40,0.7727003604599997,0.23463032922609678,0.8547837661019243,0.20079377720886027,0.20002411108412113,0.09620489674322069,0.21311558553532484
pubmed,Louvain,2,1.9780035018920898,19717,44327,37,0.774498381832092,0.24592871173460618,0.8465043878448801,0.19432789436332398,0.19361260661850446,0.08998511871949924,0.20642085509966018
pubmed,Louvain,3,1.871382474899292,19717,44327,40,0.7691431561620536,0.24284231395717745,0.8456922417488213,0.2005180569127526,0.1997448853138797,0.0934870126199298,0.2052036313840848
pubmed,Louvain,4,1.9261527061462402,19717,44327,43,0.7687218328415746,0.2384153299815465,0.8590475331062333,0.20448484523052163,0.20362884118597807,0.1127495293401708,0.25095095602779327
dolphin,Pure_LPA,0,0.00033545494079589844,62,159,3,0.36489854040583825,0.2913154533844189,0.9182389937106918,0.8645359651201513,0.8611279589665324,0.9109321275493383,0.9032258064516129
dolphin,Pure_LPA,1,0.00029850006103515625,62,159,4,0.512776393338871,0.3494280343716434,0.8050314465408805,0.6470852792551364,0.63738335302011,0.4605125890473372,0.6774193548387096
dolphin,Pure_LPA,2,0.00024127960205078125,62,159,4,0.4439895573751038,0.382889461626575,0.8113207547169812,0.688540651136317,0.6791962543977542,0.5872526370612732,0.7419354838709677
dolphin,Pure_LPA,3,0.0004374980926513672,62,159,4,0.4693247893675092,0.3653381642512078,0.8176100628930818,0.6761533956699596,0.6666679284304013,0.5484455975268963,0.7096774193548387
dolphin,Pure_LPA,4,0.0003578662872314453,62,159,3,0.36489854040583825,0.2913154533844189,0.9182389937106918,0.8645359651201513,0.8611279589665324,0.9109321275493383,0.9032258064516129
dolphin,Pure_Leiden,0,0.0015151500701904297,62,159,5,0.526858114789763,0.4299183673469388,0.7547169811320755,0.5807614631081017,0.5666490123833074,0.36234876489467527,0.5645161290322581
dolphin,Pure_Leiden,1,0.0011861324310302734,62,159,5,0.5276096673391084,0.4286053355511483,0.7610062893081762,0.588027225496842,0.5738422313453756,0.37901401746741004,0.5967741935483871
dolphin,Pure_Leiden,2,0.0018417835235595703,62,159,5,0.5241090146750523,0.43327859879584024,0.7484276729559748,0.5124320681941835,0.4960721697856506,0.3329497417985624,0.5645161290322581
dolphin,Pure_Leiden,3,0.0012373924255371094,62,159,5,0.5233376844270401,0.4349718381976446,0.7610062893081762,0.5138894311249272,0.49723821160676046,0.34186883932177187,0.5806451612903226
dolphin,Pure_Leiden,4,0.0017919540405273438,62,159,5,0.5276096673391084,0.4286053355511483,0.7610062893081762,0.588027225496842,0.5738422313453756,0.37901401746741004,0.5967741935483871
dolphin,Optimal_Hybrid,0,0.0017261505126953125,62,159,3,0.4525730785965745,0.27726153462530484,0.8553459119496856,0.7718090889140542,0.7669122163489601,0.6699105389482871,0.8387096774193549
dolphin,Optimal_Hybrid,1,0.0013642311096191406,62,159,3,0.4525730785965745,0.27726153462530484,0.8553459119496856,0.7718090889140542,0.7669122163489601,0.6699105389482871,0.8387096774193549
dolphin,Optimal_Hybrid,2,0.0020287036895751953,62,159,3,0.4525730785965745,0.27726153462530484,0.8553459119496856,0.7718090889140542,0.7669122163489601,0.6699105389482871,0.8387096774193549
dolphin,Optimal_Hybrid,3,0.0019795894622802734,62,159,3,0.4525730785965745,0.27726153462530484,0.8553459119496856,0.7718090889140542,0.7669122163489601,0.6699105389482871,0.8387096774193549
dolphin,Optimal_Hybrid,4,0.001359701156616211,62,159,3,0.4525730785965745,0.27726153462530484,0.8553459119496856,0.7718090889140542,0.7669122163489601,0.6699105389482871,0.8387096774193549
dolphin,Louvain,0,0.0016782283782958984,62,159,5,0.518828369130968,0.43989898989898996,0.7547169811320755,0.5162338069720358,0.4997832101332721,0.3430834433405128,0.5806451612903226
dolphin,Louvain,1,0.0022759437561035156,62,159,5,0.5277283335311103,0.42912471655328793,0.7735849056603774,0.5932109616346125,0.5789749368486392,0.39016130573139146,0.6129032258064516
dolphin,Louvain,2,0.0021028518676757812,62,159,5,0.518828369130968,0.43989898989898996,0.7547169811320755,0.5162338069720358,0.4997832101332721,0.3430834433405128,0.5806451612903226
dolphin,Louvain,3,0.0016105175018310547,62,159,5,0.5233376844270401,0.4349718381976446,0.7610062893081762,0.5138894311249272,0.49723821160676046,0.34186883932177187,0.5806451612903226
dolphin,Louvain,4,0.002074718475341797,62,159,5,0.5176614849096159,0.43887117208986126,0.7672955974842768,0.46677844221296466,0.44796894478103605,0.33212278248254257,0.5967741935483871
football,Pure_LPA,0,0.00067901611328125,115,613,4,0.3342026617416551,0.36283130825813753,0.8580750407830342,0.5422690451579494,0.4910084846727137,0.14175753246246114,0.4
football,Pure_LPA,1,0.0004603862762451172,115,613,6,0.5528276680620275,0.40382646641345915,0.7618270799347472,0.7225417799597307,0.678499036791874,0.44622119496826956,0.5565217391304348
football,Pure_LPA,2,0.0008828639984130859,115,613,8,0.5382043223363291,0.4873702558222338,0.7194127243066885,0.7665780706007678,0.7161283762811232,0.4875183760946878,0.5826086956521739
football,Pure_LPA,3,0.0008618831634521484,115,613,7,0.5548621626584417,0.45541126464117504,0.7422512234910277,0.7367450066217289,0.6877717786177245,0.46548185136863063,0.5739130434782609
football,Pure_LPA,4,0.0008573532104492188,115,613,6,0.5574688172787005,0.416764699507813,0.7422512234910277,0.7722141432617066,0.7364269130397985,0.5279824019032195,0.5739130434782609
football,Pure_Leiden,0,0.0023462772369384766,115,613,10,0.6045695626834573,0.45312051268330283,0.7079934747145188,0.8903166312052426,0.8599792855823511,0.8069408992735126,0.8695652173913043
football,Pure_Leiden,1,0.0023162364959716797,115,613,10,0.6045695626834573,0.45312051268330283,0.7079934747145188,0.8903166312052426,0.8599792855823511,0.8069408992735126,0.8695652173913043
football,Pure_Leiden,2,0.0024805068969726562,115,613,10,0.6045695626834573,0.45312051268330283,0.7079934747145188,0.8903166312052426,0.8599792855823511,0.8069408992735126,0.8695652173913043
football,Pure_Leiden,3,0.002788543701171875,115,613,10,0.6045695626834573,0.45312051268330283,0.7079934747145188,0.8903166312052426,0.8599792855823511,0.8069408992735126,0.8695652173913043
football,Pure_Leiden,4,0.003576993942260742,115,613,10,0.6045695626834573,0.45312051268330283,0.7079934747145188,0.8903166312052426,0.8599792855823511,0.8069408992735126,0.8695652173913043
football,Optimal_Hybrid,0,0.0032219886779785156,115,613,5,0.5223727875370241,0.38959374638799127,0.768352365415987,0.6673810060209003,0.6243338248708186,0.3848806927927676,0.4782608695652174
football,Optimal_Hybrid,1,0.0031452178955078125,115,613,5,0.5223727875370241,0.38959374638799127,0.768352365415987,0.6673810060209003,0.6243338248708186,0.3848806927927676,0.4782608695652174
football,Optimal_Hybrid,2,0.002367258071899414,115,613,5,0.5223727875370241,0.38959374638799127,0.768352365415987,0.6673810060209003,0.6243338248708186,0.3848806927927676,0.4782608695652174
football,Optimal_Hybrid,3,0.0023064613342285156,115,613,5,0.5223727875370241,0.38959374638799127,0.768352365415987,0.6673810060209003,0.6243338248708186,0.3848806927927676,0.4782608695652174
football,Optimal_Hybrid,4,0.0028061866760253906,115,613,5,0.5223727875370241,0.38959374638799127,0.768352365415987,0.6673810060209003,0.6243338248708186,0.3848806927927676,0.4782608695652174
football,Louvain,0,0.004812717437744141,115,613,10,0.6045695626834573,0.45312051268330283,0.7079934747145188,0.8903166312052428,0.8599792855823515,0.8069408992735126,0.8695652173913043
football,Louvain,1,0.004191875457763672,115,613,9,0.6044072289092502,0.4378685237114601,0.7292006525285482,0.8560827304388346,0.8205204026118351,0.7070672690945654,0.8
football,Louvain,2,0.004537820816040039,115,613,10,0.6043460210927458,0.45289723418612676,0.7079934747145188,0.8849617336322009,0.853143048589177,0.803468051450249,0.8695652173913043
football,Louvain,3,0.0039708614349365234,115,613,8,0.5990236022662859,0.4210001317291466,0.7438825448613376,0.8315216219423307,0.794812329650978,0.63264641613094,0.7304347826086957
football,Louvain,4,0.003650665283203125,115,613,9,0.6044072289092502,0.4378685237114601,0.7292006525285482,0.8560827304388346,0.8205204026118351,0.7070672690945654,0.8
mexican,Pure_LPA,0,0.00022602081298828125,35,117,2,0.2064431295200525,0.2958064516129032,0.8803418803418803,0.17916486437739204,0.1566288391041766,0.2592848744726468,0.7714285714285715
mexican,Pure_LPA,1,0.00015878677368164062,35,117,2,0.15512455256044977,0.3219047619047619,0.8888888888888888,0.08312923149393465,0.05490096690402259,0.13367345750195106,0.7142857142857143
mexican,Pure_LPA,2,0.00019073486328125,35,117,2,0.2064431295200525,0.2958064516129032,0.8803418803418803,0.17916486437739204,0.1566288391041766,0.2592848744726468,0.7714285714285715
mexican,Pure_LPA,3,0.00018548965454101562,35,117,2,0.2064431295200525,0.2958064516129032,0.8803418803418803,0.17916486437739204,0.1566288391041766,0.2592848744726468,0.7714285714285715
mexican,Pure_Leiden,0,0.0012874603271484375,35,117,4,0.345350281247717,0.5695292066259808,0.6068376068376068,0.23597982535480105,0.19766732939852694,0.1740564728169451,0.5142857142857142
mexican,Pure_Leiden,1,0.0008459091186523438,35,117,4,0.3573307034845496,0.522103027057611,0.717948717948718,0.2138084901895199,0.16873649507992253,0.1570386803435324,0.5714285714285714
mexican,Pure_Leiden,2,0.0009665489196777344,35,117,4,0.3573307034845496,0.522103027057611,0.717948717948718,0.2138084901895199,0.16873649507992253,0.1570386803435324,0.5714285714285714
mexican,Pure_Leiden,3,0.0008037090301513672,35,117,3,0.3536050843743151,0.437969641581992,0.7350427350427351,0.22206536235960078,0.19266792612125236,0.19861781168236164,0.6
mexican,Pure_Leiden,4,0.0008044242858886719,35,117,3,0.3536050843743151,0.437969641581992,0.7350427350427351,0.22206536235960078,0.19266792612125236,0.19861781168236164,0.6
mexican,Optimal_Hybrid,0,0.0011823177337646484,35,117,3,0.32036671780261516,0.5127014829142489,0.6581196581196581,0.2572425193847086,0.22944189985863275,0.15036085060399057,0.5428571428571428
mexican,Optimal_Hybrid,1,0.001161336898803711,35,117,3,0.3203667178026151,0.5127014829142489,0.6581196581196581,0.25724251938470855,0.22944189985863273,0.15036085060399057,0.5428571428571428
mexican,Optimal_Hybrid,2,0.0013325214385986328,35,117,3,0.3223391043903864,0.5124401913875597,0.6666666666666666,0.2824919294142174,0.25538307574125535,0.1989980579096045,0.6285714285714286
mexican,Optimal_Hybrid,3,0.0010166168212890625,35,117,3,0.32036671780261516,0.5127014829142489,0.6581196581196581,0.2572425193847086,0.22944189985863275,0.15036085060399057,0.5428571428571428
mexican,Optimal_Hybrid,4,0.0010988712310791016,35,117,2,0.2633866608225582,0.2947722567287785,0.8547008547008547,0.23676263743035594,0.21785929225349643,0.33577107967101816,0.8
mexican,Louvain,0,0.0010650157928466797,35,117,3,0.3486375922273357,0.46903409090909093,0.6923076923076923,0.2746238759593009,0.24794927212811932,0.24364822997892374,0.5714285714285714
mexican,Louvain,1,0.0013041496276855469,35,117,4,0.35104828694572277,0.5427400914634146,0.6837606837606838,0.25934465889579245,0.217624751739736,0.20121099208197485,0.5714285714285714
mexican,Louvain,2,0.0011796951293945312,35,117,4,0.35104828694572277,0.5427400914634146,0.6837606837606838,0.25934465889579245,0.217624751739736,0.20121099208197485,0.5714285714285714
mexican,Louvain,3,0.0012390613555908203,35,117,4,0.33052085616188176,0.6031267514361778,0.6581196581196581,0.30017725821830726,0.2604621931138249,0.2626366756961276,0.6285714285714286
mexican,Louvain,4,0.0012962818145751953,35,117,3,0.32796405873328943,0.4777850257302312,0.7094017094017094,0.17946811618926967,0.148756483784114,0.17660453089421482,0.6
