# Experiment Metadata
# experiment: core_ratio_optimization
# centrality_method: pagerank
# core_ratios: [0.0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]
# repeat_count: 5
# datasets: ['karate', 'cora', 'citeseer', 'pubmed', 'dolphin', 'football', 'polblog', 'mexican']
# timestamp: 2025-08-04T22:03:57.706490
# 
dataset,core_ratio,run_id,runtime,nodes,edges,num_communities,modularity,conductance,coverage,nmi,ami,ari,accuracy,core_nodes_count,periphery_nodes_count,leiden_time,lpa_time,centrality_time
karate,0.2,3,0.0014505386352539062,34,78,2,0.35231755424063105,0.2497448979591837,0.8589743589743589,0.7323776321005694,0.7262625905568267,0.7717250324254216,0.9411764705882353,6,28,0.0003204345703125,4.5299530029296875e-05,0.0010514259338378906
karate,0.2,4,0.0011796951293945312,34,78,2,0.3523175542406311,0.2497448979591837,0.8589743589743589,0.7323776321005695,0.726262590556827,0.7717250324254216,0.9411764705882353,6,28,0.00025773048400878906,4.172325134277344e-05,0.0008349418640136719
karate,0.3,0,0.001203775405883789,34,78,2,0.3717948717948718,0.22727272727272727,0.8717948717948718,0.6772430411026018,0.6699133628094176,0.7716262975778547,0.9411764705882353,10,24,0.0004734992980957031,3.552436828613281e-05,0.0006532669067382812
karate,0.3,1,0.0010902881622314453,34,78,2,0.3717948717948718,0.22727272727272727,0.8717948717948718,0.6772430411026017,0.6699133628094176,0.7716262975778547,0.9411764705882353,10,24,0.0003349781036376953,2.574920654296875e-05,0.0006954669952392578
karate,0.3,2,0.0015201568603515625,34,78,2,0.3717948717948718,0.22727272727272727,0.8717948717948718,0.6772430411026018,0.6699133628094176,0.7716262975778547,0.9411764705882353,10,24,0.0005326271057128906,3.62396240234375e-05,0.0009162425994873047
karate,0.3,3,0.0011935234069824219,34,78,2,0.3717948717948718,0.22727272727272727,0.8717948717948718,0.6772430411026018,0.6699133628094176,0.7716262975778547,0.9411764705882353,10,24,0.0004019737243652344,2.47955322265625e-05,0.000732421875
karate,0.3,4,0.001352548599243164,34,78,2,0.3717948717948718,0.22727272727272727,0.8717948717948718,0.6772430411026018,0.6699133628094176,0.7716262975778547,0.9411764705882353,10,24,0.0005123615264892578,3.790855407714844e-05,0.000766754150390625
karate,0.4,0,0.0011434555053710938,34,78,3,0.3806706114398422,0.42903392903392906,0.7564102564102564,0.5865590086902392,0.5704562964287824,0.611849270311479,0.7941176470588235,13,21,0.0004069805145263672,2.1696090698242188e-05,0.0006732940673828125
karate,0.4,1,0.0012598037719726562,34,78,3,0.3806706114398422,0.42903392903392906,0.7564102564102564,0.5865590086902392,0.5704562964287824,0.611849270311479,0.7941176470588235,13,21,0.0004787445068359375,3.0040740966796875e-05,0.0007116794586181641
karate,0.4,2,0.0011665821075439453,34,78,3,0.3806706114398422,0.42903392903392906,0.7564102564102564,0.5865590086902392,0.5704562964287824,0.611849270311479,0.7941176470588235,13,21,0.0004303455352783203,2.86102294921875e-05,0.0006701946258544922
karate,0.4,3,0.0013911724090576172,34,78,3,0.3806706114398422,0.42903392903392906,0.7564102564102564,0.5865590086902392,0.5704562964287824,0.611849270311479,0.7941176470588235,13,21,0.0005373954772949219,2.193450927734375e-05,0.0007905960083007812
karate,0.4,4,0.0011942386627197266,34,78,3,0.3806706114398422,0.42903392903392906,0.7564102564102564,0.5865590086902392,0.5704562964287824,0.611849270311479,0.7941176470588235,13,21,0.0005066394805908203,2.1696090698242188e-05,0.0006260871887207031
karate,0.5,0,0.0015587806701660156,34,78,3,0.3806706114398422,0.42903392903392906,0.7564102564102564,0.5865590086902392,0.5704562964287824,0.611849270311479,0.7941176470588235,17,17,0.0006539821624755859,1.9311904907226562e-05,0.0008461475372314453
karate,0.5,1,0.0012288093566894531,34,78,3,0.3806706114398422,0.42903392903392906,0.7564102564102564,0.5865590086902392,0.5704562964287824,0.611849270311479,0.7941176470588235,17,17,0.0005342960357666016,1.7881393432617188e-05,0.000640869140625
karate,0.5,2,0.0013294219970703125,34,78,3,0.3806706114398422,0.42903392903392906,0.7564102564102564,0.5865590086902392,0.5704562964287824,0.611849270311479,0.7941176470588235,17,17,0.0005693435668945312,1.811981201171875e-05,0.0007081031799316406
karate,0.5,3,0.0013120174407958984,34,78,3,0.3806706114398422,0.42903392903392906,0.7564102564102564,0.5865590086902392,0.5704562964287824,0.611849270311479,0.7941176470588235,17,17,0.0005548000335693359,2.0503997802734375e-05,0.0006988048553466797
karate,0.5,4,0.0013041496276855469,34,78,3,0.3806706114398422,0.42903392903392906,0.7564102564102564,0.5865590086902392,0.5704562964287824,0.611849270311479,0.7941176470588235,17,17,0.0005617141723632812,1.8596649169921875e-05,0.0006887912750244141
karate,0.6,0,0.0014395713806152344,34,78,4,0.3883136094674556,0.5150898078529657,0.6923076923076923,0.4744837212100318,0.4457458852696085,0.425489981386182,0.6764705882352942,20,14,0.0006437301635742188,1.52587890625e-05,0.0007383823394775391
karate,0.6,1,0.0014095306396484375,34,78,4,0.3883136094674556,0.5150898078529657,0.6923076923076923,0.4744837212100318,0.4457458852696085,0.425489981386182,0.6764705882352942,20,14,0.0006680488586425781,1.5020370483398438e-05,0.0006930828094482422
karate,0.6,2,0.0013699531555175781,34,78,4,0.3883136094674556,0.5150898078529657,0.6923076923076923,0.4744837212100318,0.4457458852696085,0.425489981386182,0.6764705882352942,20,14,0.0006546974182128906,1.5497207641601562e-05,0.0006635189056396484
karate,0.6,3,0.0016362667083740234,34,78,4,0.3883136094674556,0.5150898078529657,0.6923076923076923,0.4744837212100318,0.44574588526960846,0.425489981386182,0.6764705882352942,20,14,0.0006346702575683594,1.8596649169921875e-05,0.0009486675262451172
karate,0.6,4,0.0016798973083496094,34,78,4,0.3883136094674556,0.5150898078529657,0.6923076923076923,0.4744837212100318,0.4457458852696085,0.425489981386182,0.6764705882352942,20,14,0.0007886886596679688,2.002716064453125e-05,0.0008301734924316406
karate,0.7,0,0.001940011978149414,34,78,4,0.4155982905982905,0.4367224880382775,0.7564102564102564,0.4976791908843508,0.470417365456061,0.4292907180385289,0.6764705882352942,23,11,0.0009124279022216797,1.6689300537109375e-05,0.0009615421295166016
karate,0.7,1,0.0018606185913085938,34,78,4,0.4155982905982905,0.4367224880382775,0.7564102564102564,0.4976791908843508,0.470417365456061,0.4292907180385289,0.6764705882352942,23,11,0.0008835792541503906,1.6450881958007812e-05,0.0009174346923828125
karate,0.7,2,0.0019254684448242188,34,78,4,0.41559829059829057,0.4367224880382775,0.7564102564102564,0.49767919088435086,0.47041736545606105,0.4292907180385289,0.6764705882352942,23,11,0.0009553432464599609,1.7404556274414062e-05,0.0009062290191650391
karate,0.7,3,0.0019690990447998047,34,78,4,0.41559829059829057,0.4367224880382775,0.7564102564102564,0.49767919088435086,0.47041736545606105,0.4292907180385289,0.6764705882352942,23,11,0.0009162425994873047,1.6450881958007812e-05,0.0009877681732177734
karate,0.7,4,0.0019028186798095703,34,78,4,0.41559829059829057,0.4367224880382775,0.7564102564102564,0.49767919088435086,0.47041736545606105,0.4292907180385289,0.6764705882352942,23,11,0.0009183883666992188,1.6450881958007812e-05,0.0009238719940185547
karate,0.8,0,0.002038717269897461,34,78,3,0.40203813280736356,0.33189792663476875,0.8205128205128205,0.5683801456945561,0.5510815988259274,0.5905528950805399,0.7941176470588235,27,7,0.0010793209075927734,1.2874603271484375e-05,0.0008885860443115234
karate,0.8,1,0.0024797916412353516,34,78,3,0.40203813280736356,0.33189792663476875,0.8205128205128205,0.5683801456945561,0.5510815988259274,0.5905528950805399,0.7941176470588235,27,7,0.0011730194091796875,1.2636184692382812e-05,0.001249551773071289
karate,0.8,2,0.0015032291412353516,34,78,3,0.40203813280736356,0.33189792663476875,0.8205128205128205,0.5683801456945561,0.5510815988259274,0.5905528950805399,0.7941176470588235,27,7,0.0007824897766113281,9.775161743164062e-06,0.0006754398345947266
karate,0.8,3,0.0016124248504638672,34,78,3,0.40203813280736356,0.33189792663476875,0.8205128205128205,0.5683801456945561,0.5510815988259274,0.5905528950805399,0.7941176470588235,27,7,0.0007708072662353516,1.0013580322265625e-05,0.0007982254028320312
karate,0.8,4,0.0017349720001220703,34,78,3,0.40203813280736356,0.33189792663476875,0.8205128205128205,0.5683801456945561,0.5510815988259274,0.5905528950805399,0.7941176470588235,27,7,0.0009381771087646484,1.239776611328125e-05,0.0007464885711669922
karate,0.9,0,0.0016832351684570312,34,78,4,0.4155982905982905,0.4367224880382775,0.7564102564102564,0.4976791908843508,0.470417365456061,0.4292907180385289,0.6764705882352942,30,4,0.0008397102355957031,7.62939453125e-06,0.0007917881011962891
karate,0.9,1,0.0017390251159667969,34,78,4,0.4155982905982905,0.4367224880382775,0.7564102564102564,0.4976791908843508,0.470417365456061,0.4292907180385289,0.6764705882352942,30,4,0.0008955001831054688,7.3909759521484375e-06,0.0007882118225097656
karate,0.9,2,0.0015790462493896484,34,78,4,0.4155982905982905,0.4367224880382775,0.7564102564102564,0.4976791908843508,0.470417365456061,0.4292907180385289,0.6764705882352942,30,4,0.0008127689361572266,6.9141387939453125e-06,0.0007240772247314453
karate,0.9,3,0.0015022754669189453,34,78,4,0.4155982905982905,0.4367224880382775,0.7564102564102564,0.4976791908843508,0.470417365456061,0.4292907180385289,0.6764705882352942,30,4,0.0007700920104980469,7.3909759521484375e-06,0.0006911754608154297
karate,0.9,4,0.0016167163848876953,34,78,4,0.4155982905982905,0.4367224880382775,0.7564102564102564,0.4976791908843508,0.470417365456061,0.4292907180385289,0.6764705882352942,30,4,0.0009443759918212891,7.3909759521484375e-06,0.0006306171417236328
karate,1.0,0,0.0009925365447998047,34,78,4,0.41978961209730437,0.4416534181240064,0.7307692307692307,0.5878497068250673,0.5666658780697869,0.46459109844332386,0.6470588235294118,34,0,0.0009524822235107422,0.0,0.0
karate,1.0,1,0.0009961128234863281,34,78,4,0.41978961209730437,0.4416534181240064,0.7307692307692307,0.5878497068250673,0.5666658780697869,0.46459109844332386,0.6470588235294118,34,0,0.0009658336639404297,0.0,0.0
karate,1.0,2,0.0008437633514404297,34,78,4,0.41978961209730437,0.4416534181240064,0.7307692307692307,0.5878497068250673,0.5666658780697869,0.46459109844332386,0.6470588235294118,34,0,0.0008141994476318359,0.0,0.0
karate,1.0,3,0.0009620189666748047,34,78,4,0.41978961209730437,0.4416534181240064,0.7307692307692307,0.5878497068250673,0.5666658780697869,0.46459109844332386,0.6470588235294118,34,0,0.0009341239929199219,0.0,0.0
karate,1.0,4,0.0006749629974365234,34,78,4,0.41880341880341876,0.4421052631578948,0.7307692307692307,0.4899672048193782,0.4637523808301654,0.39223854417890813,0.6176470588235294,34,0,0.0006518363952636719,0.0,0.0
cora,0.0,0,0.01592850685119629,2485,5069,160,0.720293000584827,0.4409146282433472,0.7624778062734268,0.42282178564214373,0.3802206347869675,0.17871109941712515,0.2631790744466801,0,2485,0.0,0.01529073715209961,0.0
cora,0.0,1,0.01280832290649414,2485,5069,155,0.7206823601122427,0.4383486117861935,0.7650424146774512,0.4134593488047485,0.37105717256737275,0.172144025677879,0.26680080482897384,0,2485,0.0,0.012214183807373047,0.0
cora,0.0,2,0.01647210121154785,2485,5069,160,0.7202128091403532,0.44450123490697874,0.7662260800946933,0.41974265570354174,0.37651235911176717,0.17086747034146219,0.27364185110663986,0,2485,0.0,0.015862226486206055,0.0
cora,0.0,3,0.016922950744628906,2485,5069,148,0.724899873557882,0.42412098962964484,0.7697770763464195,0.4212235188651227,0.38119563049960253,0.18527893629127712,0.2603621730382294,0,2485,0.0,0.016110658645629883,0.0
cora,0.0,4,0.013353109359741211,2485,5069,159,0.7184626858370075,0.4289368877865111,0.7634641941211284,0.416458447863317,0.37336897970744726,0.17162203611338173,0.2599597585513079,0,2485,0.0,0.012748003005981445,0.0
cora,0.1,0,0.017163991928100586,2485,5069,99,0.533749895552638,0.5943003026905105,0.6433221542710594,0.2386205517089928,0.19937193065724318,0.08607321329058644,0.2861167002012072,248,2237,0.005121469497680664,0.004717350006103516,0.006300449371337891
cora,0.1,1,0.01532435417175293,2485,5069,99,0.534646206672247,0.5943666691406454,0.6447030972578418,0.24501301534520645,0.20604351951852556,0.10014929718204395,0.31348088531187124,248,2237,0.004496097564697266,0.004218339920043945,0.005634307861328125
cora,0.1,2,0.016388416290283203,2485,5069,99,0.534646206672247,0.5943666691406454,0.6447030972578418,0.2450130153452065,0.20604351951852562,0.10014929718204395,0.31348088531187124,248,2237,0.004909515380859375,0.004572629928588867,0.005879640579223633
cora,0.1,3,0.015694379806518555,2485,5069,99,0.5348928328230022,0.5944890461384708,0.6445058196883015,0.24581403226642756,0.2069068228631327,0.10056738126547435,0.31388329979879276,248,2237,0.004490375518798828,0.004491329193115234,0.005749702453613281
cora,0.1,4,0.015063285827636719,2485,5069,99,0.5352466792744246,0.5944212518345436,0.6447030972578418,0.24440165667412267,0.20543254949391848,0.09955974826735305,0.31348088531187124,248,2237,0.004414796829223633,0.004208564758300781,0.005487918853759766
cora,0.2,0,0.022381305694580078,2485,5069,78,0.49624201602809204,0.5795207662561539,0.576445058196883,0.2153520452031628,0.18581498661225987,0.11279788752489252,0.2909456740442656,497,1988,0.010007143020629883,0.0056438446044921875,0.005713224411010742
cora,0.2,1,0.02132558822631836,2485,5069,78,0.4951493419222695,0.5800247915422237,0.570132175971592,0.20926466971089147,0.1796630296588115,0.11873654512845282,0.29336016096579476,497,1988,0.009516716003417969,0.00510859489440918,0.005671501159667969
cora,0.2,2,0.02212667465209961,2485,5069,79,0.4968176781251241,0.5810915659899069,0.5724995068060762,0.21580129527554792,0.18617482372245367,0.11741930529170228,0.29054325955734406,497,1988,0.009918689727783203,0.00527191162109375,0.0058481693267822266
cora,0.2,3,0.022491455078125,2485,5069,78,0.49608966979688934,0.5801756967161948,0.5748668376405602,0.21315173224062425,0.18341518472333962,0.11653412351246581,0.2981891348088531,497,1988,0.009436845779418945,0.006087541580200195,0.005751132965087891
cora,0.2,4,0.022521257400512695,2485,5069,79,0.49550217649426637,0.5813971065432907,0.5715131189583744,0.21431755603860614,0.18462724585798632,0.1167442755231923,0.289738430583501,497,1988,0.010171890258789062,0.0055010318756103516,0.005748271942138672
cora,0.3,0,0.02723407745361328,2485,5069,61,0.41184613470426906,0.6378979686457206,0.4888538173209706,0.14019727918996744,0.11499778606746487,0.0655430086364401,0.24507042253521127,745,1740,0.017473936080932617,0.0030400753021240234,0.005600452423095703
cora,0.3,1,0.025799989700317383,2485,5069,61,0.4115330358589441,0.638917562401503,0.48806470704280924,0.14249733397181344,0.11746912049225207,0.06932949894427408,0.24104627766599598,745,1740,0.016000747680664062,0.003142118453979492,0.0055615901947021484
cora,0.3,2,0.026028156280517578,2485,5069,62,0.41285815034434453,0.6409971627959034,0.4906293154468337,0.14439318274274407,0.11887292977020875,0.07038414108658417,0.25875251509054326,745,1740,0.016120195388793945,0.003143787384033203,0.0056421756744384766
cora,0.3,3,0.02547430992126465,2485,5069,62,0.4103259610003767,0.6415580266830667,0.4855000986387848,0.1434449679246446,0.11802334982641557,0.06999101675984373,0.2442655935613682,745,1740,0.015639543533325195,0.002984285354614258,0.0057070255279541016
cora,0.3,4,0.026588916778564453,2485,5069,63,0.40798120286076994,0.6444091395484064,0.4845137107910831,0.14236973607315934,0.11635759482570522,0.06954145812644225,0.2442655935613682,745,1740,0.016376733779907227,0.003145456314086914,0.0058934688568115234
cora,0.4,0,0.03587818145751953,2485,5069,59,0.3329707950971017,0.6780086355115296,0.40698362596172816,0.1042150096912756,0.0792232154431743,0.03960150847962948,0.21207243460764588,994,1491,0.02655935287475586,0.002497434616088867,0.005765438079833984
cora,0.4,1,0.032791852951049805,2485,5069,60,0.33524838001022855,0.6807969394565772,0.4077727362398895,0.10431623825038763,0.07897674416926631,0.041296395113072204,0.21609657947686117,994,1491,0.022936582565307617,0.0027260780334472656,0.00581812858581543
cora,0.4,2,0.03099989891052246,2485,5069,59,0.3350251827600187,0.6779981101989471,0.4130992306174788,0.10374135364784708,0.07847404471131288,0.039893035624053115,0.2112676056338028,994,1491,0.021977901458740234,0.002427816390991211,0.005563259124755859
cora,0.4,3,0.03302288055419922,2485,5069,59,0.3331187824630866,0.6753460789426233,0.40935095679621225,0.10471407056440847,0.07967494311745081,0.03994912503434233,0.21207243460764588,994,1491,0.023576974868774414,0.0024557113647460938,0.00593256950378418
cora,0.4,4,0.032238006591796875,2485,5069,62,0.333695475898764,0.685599892472038,0.40599723811402644,0.10490481990781746,0.07876307744447403,0.04097773452099388,0.206841046277666,994,1491,0.022012710571289062,0.002747774124145508,0.006205558776855469
cora,0.5,0,0.03805661201477051,2485,5069,55,0.2831781544883803,0.7122364317395394,0.3501676859341093,0.09170123940588663,0.06833050101293521,0.0343227609464333,0.2028169014084507,1242,1243,0.029747486114501953,0.0015878677368164062,0.005625247955322266
cora,0.5,1,0.03695058822631836,2485,5069,58,0.28082720831690194,0.7245159858475629,0.3489840205168672,0.09458520513813569,0.06985486989775505,0.03318750848922572,0.20080482897384305,1242,1243,0.028769731521606445,0.0014984607696533203,0.005602836608886719
cora,0.5,2,0.04137778282165527,2485,5069,54,0.28030498123722597,0.7125335132407681,0.35135135135135137,0.09125608270763001,0.0680751516190337,0.03078248744075298,0.19557344064386317,1242,1243,0.030020952224731445,0.001489877700805664,0.008444786071777344
cora,0.5,3,0.03790736198425293,2485,5069,57,0.28165584027031837,0.7174134053746122,0.34661668968238313,0.0931771863548452,0.0691677593817894,0.03338042461354862,0.19476861167002013,1242,1243,0.02976059913635254,0.0015366077423095703,0.005503177642822266
cora,0.5,4,0.04117274284362793,2485,5069,57,0.2807292506048222,0.7227969522272795,0.3539159597553758,0.09436824078369443,0.06959773533092951,0.0381192638657401,0.21851106639839035,1242,1243,0.0314173698425293,0.002371072769165039,0.006131887435913086
cora,0.6,0,0.04576301574707031,2485,5069,34,0.2975444683062046,0.7730081070073539,0.370684553166305,0.11310159355073597,0.09799788071566667,0.05977017043877977,0.24748490945674045,1491,994,0.03772854804992676,0.00110626220703125,0.005770206451416016
cora,0.6,1,0.04577159881591797,2485,5069,35,0.299330785758233,0.7867982695922184,0.3716709410140067,0.11263957667440011,0.09699827295508419,0.05961834794573122,0.2507042253521127,1491,994,0.03740048408508301,0.0011298656463623047,0.006185293197631836
cora,0.6,2,0.043648719787597656,2485,5069,34,0.2922846412153824,0.782778262205045,0.3667390017754981,0.11677446159629234,0.10167468012461457,0.06102069234035983,0.2454728370221328,1491,994,0.03553938865661621,0.0008206367492675781,0.006117582321166992
cora,0.6,3,0.0424807071685791,2485,5069,33,0.29502922794261444,0.782891288265387,0.3730518840007891,0.11179847466359352,0.09694144864715075,0.058928730506937074,0.23903420523138832,1491,994,0.03499269485473633,0.0008158683776855469,0.005615711212158203
cora,0.6,4,0.04490971565246582,2485,5069,33,0.2922604339460485,0.7745535919945163,0.36535805878871574,0.11521356056882366,0.10062884428208245,0.05872505108666195,0.24064386317907444,1491,994,0.03698086738586426,0.0010671615600585938,0.005717754364013672
cora,0.7,0,0.10078310966491699,2485,5069,30,0.778968599863606,0.27411493654632746,0.8396133359637009,0.43414564980938897,0.4257516132767718,0.24725583872488507,0.3871227364185111,1739,746,0.09340119361877441,0.0006084442138671875,0.0057010650634765625
cora,0.7,1,0.05443549156188965,2485,5069,29,0.7754874816699016,0.2639839827496947,0.847109883606234,0.44830904530781407,0.4401051351253409,0.29783939523582553,0.4458752515090543,1739,746,0.04401564598083496,0.0006473064422607422,0.008237838745117188
cora,0.7,2,0.051612138748168945,2485,5069,32,0.7769367848955668,0.27614429296545473,0.8506608798579601,0.4559988605047192,0.44692640003860135,0.28352944151067855,0.44668008048289737,1739,746,0.04356503486633301,0.000621795654296875,0.00628662109375
cora,0.7,3,0.05438494682312012,2485,5069,30,0.7746501903637086,0.2689279455439932,0.8473071611757743,0.44265328793084363,0.4340611897588769,0.29508839848906976,0.4414486921529175,1739,746,0.04689955711364746,0.0007421970367431641,0.005577564239501953
cora,0.7,4,0.05296635627746582,2485,5069,31,0.7757212063579809,0.28571433535258445,0.8443479976326692,0.44653113503506725,0.4378268673157417,0.28684075812117105,0.4261569416498994,1739,746,0.04471564292907715,0.0009441375732421875,0.00594019889831543
cora,0.8,0,0.05524587631225586,2485,5069,27,0.8107914878056269,0.19642969911252856,0.8818307358453343,0.48498194492012014,0.47764494130613394,0.2941993217857725,0.428169014084507,1988,497,0.04793119430541992,0.0004184246063232422,0.005746364593505859
cora,0.8,1,0.07717704772949219,2485,5069,25,0.8042434798284365,0.2007999743194895,0.8786742947326889,0.46601942456020573,0.4590019254060189,0.3034031505143305,0.44668008048289737,1988,497,0.0697019100189209,0.0005929470062255859,0.005568265914916992
cora,0.8,2,0.0531463623046875,2485,5069,24,0.8102114084657179,0.19139732082538105,0.8828171236930361,0.4683144409654015,0.461615547102454,0.31138104145350043,0.4398390342052314,1988,497,0.046157121658325195,0.0003993511199951172,0.005530834197998047
cora,0.8,3,0.05623626708984375,2485,5069,28,0.8069796017950898,0.21054418105127048,0.8794634050108503,0.49130644543271973,0.48370322722013726,0.3196422432397427,0.46277665995975853,1988,497,0.049185752868652344,0.0004291534423828125,0.005527496337890625
cora,0.8,4,0.05806446075439453,2485,5069,27,0.8101159804522016,0.18838714196804798,0.8838035115407378,0.4804549651924787,0.4729813784999342,0.3171491560750316,0.45754527162977865,1988,497,0.04960012435913086,0.0004134178161621094,0.00682830810546875
cora,0.9,0,0.06403160095214844,2485,5069,33,0.8111901099216295,0.20706610398866404,0.8816334582757941,0.4764386818979619,0.4673296555504501,0.29296252450800087,0.4329979879275654,2236,249,0.05707216262817383,0.00020003318786621094,0.005609989166259766
cora,0.9,1,0.0648951530456543,2485,5069,26,0.812364940853118,0.20110303276880265,0.8765042414677451,0.4671286506158746,0.4599990013229147,0.2623255858826219,0.40040241448692154,2236,249,0.05745053291320801,0.0002980232238769531,0.005861043930053711
cora,0.9,2,0.060633182525634766,2485,5069,29,0.8121904500298717,0.201189458869559,0.8733478003550996,0.47546370429264767,0.46758704653381183,0.2591956334391914,0.3907444668008048,2236,249,0.05323386192321777,0.0002129077911376953,0.0056476593017578125
cora,0.9,3,0.07722854614257812,2485,5069,28,0.8116441129769608,0.1983333577990445,0.8814361807062537,0.46600978629874756,0.45817279137387695,0.2934423313817874,0.4217303822937626,2236,249,0.06778335571289062,0.00019812583923339844,0.007973670959472656
cora,0.9,4,0.06092548370361328,2485,5069,27,0.8106893074428677,0.19738828089763835,0.8788715723022292,0.46513866903005335,0.4576145130268327,0.26956520045583887,0.4132796780684105,2236,249,0.05392765998840332,0.00020241737365722656,0.0057125091552734375
cora,1.0,0,0.043080806732177734,2485,5069,31,0.8110152299139893,0.2076799023909677,0.8761096863286645,0.45949590146283104,0.450857320115558,0.2810750181330962,0.41488933601609657,2485,0,0.04223918914794922,0.0,0.0
cora,1.0,1,0.04274868965148926,2485,5069,27,0.8111550444076908,0.20278247816678924,0.8753205760505031,0.47804093585437823,0.47069750020936557,0.2733654711335038,0.41770623742454727,2485,0,0.041945695877075195,0.0,0.0
cora,1.0,2,0.04285860061645508,2485,5069,32,0.8115845093869528,0.20413428166869013,0.8697968041033735,0.4622802459878644,0.45339945532146775,0.24712850242515744,0.39114688128772634,2485,0,0.042090654373168945,0.0,0.0
cora,1.0,3,0.04482603073120117,2485,5069,28,0.8104373105474694,0.20701714139080662,0.8772933517459065,0.4642516248483743,0.4565213570848173,0.2929289587488917,0.413682092555332,2485,0,0.044036149978637695,0.0,0.0
cora,1.0,4,0.04281473159790039,2485,5069,29,0.8115002315063371,0.20632234491122292,0.8715723022292365,0.4620006326153362,0.45410102464168894,0.2634964922708456,0.38873239436619716,2485,0,0.0420222282409668,0.0,0.0
citeseer,0.0,0,0.009551763534545898,2110,3720,217,0.7538800728407902,0.38837953816524157,0.7895161290322581,0.3411767616801552,0.279060723533656,0.07797248383632462,0.15355450236966825,0,2110,0.0,0.009039640426635742,0.0
citeseer,0.0,1,0.010076045989990234,2110,3720,221,0.7523124783211935,0.369244824320859,0.7803763440860215,0.3396879833905933,0.27669908389724335,0.06403396323123824,0.12132701421800948,0,2110,0.0,0.00957942008972168,0.0
