Graph,Core_Ratio,Repeat,Time (s),Modularity,NMI,F1_Score,ARI,Num_Communities
pubmed,0.0,6,0.2267036,0.6731304,0.2025362,0.0050659,0.2086229,279
pubmed,0.0,7,0.2321596,0.6731304,0.2025362,0.0050659,0.2086229,279
pubmed,0.0,8,0.2276757,0.6731304,0.2025362,0.0050659,0.2086229,279
pubmed,0.0,9,0.2244198,0.6731304,0.2025362,0.0050659,0.2086229,279
pubmed,0.1,0,0.2592657,0.7266231,0.186723,0.0023697,0.0966095,518
pubmed,0.1,1,0.2525778,0.7264048,0.1930561,0.0022203,0.0950419,527
pubmed,0.1,2,0.3351512,0.7259573,0.1908429,0.0023469,0.0971996,515
pubmed,0.1,3,0.2582383,0.7261769,0.1906004,0.002377,0.0961555,518
pubmed,0.1,4,0.2250516,0.7256392,0.1948074,0.0023588,0.0979175,506
pubmed,0.1,5,0.2515883,0.7247655,0.1907705,0.0023436,0.0959539,514
pubmed,0.1,6,0.2844696,0.7270128,0.1887645,0.0022312,0.0933663,536
pubmed,0.1,7,0.2245872,0.7255563,0.1868265,0.0021615,0.0842202,522
pubmed,0.1,8,0.284235,0.7239391,0.1996367,0.0024104,0.1354918,501
pubmed,0.1,9,0.2519298,0.7270855,0.1932789,0.00236,0.0979193,507
pubmed,0.2,0,0.2556162,0.7511037,0.2096834,0.0056705,0.1470053,247
pubmed,0.2,1,0.2229404,0.756358,0.2129775,0.0047701,0.1172069,250
pubmed,0.2,2,0.2256451,0.7504807,0.2095389,0.0048984,0.1437232,250
pubmed,0.2,3,0.2238877,0.750814,0.2168763,0.0052175,0.1455585,247
pubmed,0.2,4,0.2244318,0.7524064,0.1923705,0.0052425,0.0983174,246
pubmed,0.2,5,0.2304416,0.7510302,0.2040941,0.005728,0.1197371,245
pubmed,0.2,6,0.2661407,0.7533087,0.1899973,0.0048149,0.0990968,249
pubmed,0.2,7,0.2496071,0.7519923,0.1958326,0.0055581,0.1114592,247
pubmed,0.2,8,0.2725787,0.7584358,0.2063416,0.0052779,0.107658,250
pubmed,0.2,9,0.3713307,0.7499062,0.2069405,0.0047981,0.1460964,248
pubmed,0.3,0,0.2645819,0.7721262,0.2052001,0.0146286,0.1072784,82
pubmed,0.3,1,0.3201563,0.771626,0.2171683,0.0156061,0.1237902,78
pubmed,0.3,2,0.2837317,0.7691011,0.2229386,0.0170816,0.1394547,83
pubmed,0.3,3,0.3419039,0.7716889,0.2058498,0.0110997,0.1047623,84
pubmed,0.3,4,0.2728567,0.7686866,0.2245767,0.0158651,0.1418262,81
pubmed,0.3,5,0.3258002,0.7703909,0.2116268,0.0153582,0.1060755,83
pubmed,0.3,6,0.2763693,0.7685902,0.2189666,0.0148954,0.1304979,82
pubmed,0.3,7,0.3328142,0.7744138,0.2106246,0.0149417,0.1109388,83
pubmed,0.3,8,0.2539744,0.768894,0.2131562,0.0162395,0.1409772,82
pubmed,0.3,9,0.3259969,0.7707579,0.2090459,0.0140847,0.107278,85
pubmed,0.4,0,0.2945726,0.7785147,0.2105147,0.0577579,0.1084926,24
pubmed,0.4,1,0.3036044,0.7735607,0.217921,0.0606256,0.1467098,21
pubmed,0.4,2,0.3163185,0.7772602,0.2144593,0.0592053,0.1165658,22
pubmed,0.4,3,0.2769635,0.7752828,0.213439,0.0548534,0.1383763,24
pubmed,0.4,4,0.364188,0.7718956,0.2230784,0.0641089,0.1495071,21
pubmed,0.4,5,0.2730246,0.7794185,0.2076032,0.0467187,0.1073534,22
pubmed,0.4,6,0.3328896,0.7800009,0.2104886,0.0483137,0.1063098,21
pubmed,0.4,7,0.2981176,0.7802187,0.2093578,0.0419068,0.1069877,25
pubmed,0.4,8,0.3151636,0.7747068,0.2132485,0.060878,0.1319415,21
pubmed,0.4,9,0.304775,0.7774681,0.2162756,0.0593379,0.1248958,21
pubmed,0.5,0,0.4162302,0.7821643,0.2150483,0.0403497,0.1150261,28
pubmed,0.5,1,0.3221529,0.7766044,0.2166401,0.0326177,0.1388869,38
pubmed,0.5,2,0.3212717,0.7752224,0.2325785,0.0440559,0.1631222,36
pubmed,0.5,3,0.3182902,0.7794165,0.2173784,0.0342698,0.1273059,35
pubmed,0.5,4,0.3982027,0.7796605,0.2283709,0.0335102,0.139502,37
pubmed,0.5,5,0.3100898,0.7814521,0.2196514,0.0318269,0.1174822,31
pubmed,0.5,6,0.3147874,0.7816711,0.2082542,0.0386854,0.1064204,34
pubmed,0.5,7,0.316067,0.7813398,0.2155031,0.033269,0.1195062,33
pubmed,0.5,8,0.3132567,0.7782263,0.2267194,0.0408302,0.1407657,37
pubmed,0.5,9,0.4070828,0.7830545,0.2080316,0.0365753,0.0990318,32
pubmed,0.6,0,0.3642392,0.7814093,0.2125762,0.0306284,0.1110768,44
pubmed,0.6,1,0.3555775,0.7793198,0.2113438,0.0361022,0.1235786,38
pubmed,0.6,2,0.3591809,0.7817538,0.2098651,0.0275627,0.1112778,47
pubmed,0.6,3,0.3663008,0.7804616,0.2077675,0.0259115,0.1224741,47
pubmed,0.6,4,0.4909928,0.781296,0.213149,0.028626,0.1144506,41
pubmed,0.6,5,0.4055555,0.7812821,0.2089226,0.0265893,0.119279,42
pubmed,0.6,6,0.3720248,0.781039,0.2168281,0.0266413,0.1171087,45
pubmed,0.6,7,0.3848085,0.7825161,0.2193657,0.0295325,0.1190396,39
pubmed,0.6,8,0.4483254,0.7811449,0.2137948,0.0277044,0.1185914,45
pubmed,0.6,9,0.365977,0.7824309,0.2179299,0.0309696,0.1143956,42
pubmed,0.7,0,0.4150422,0.7834214,0.2086519,0.0259438,0.1099543,42
pubmed,0.7,1,0.4896181,0.7796882,0.210983,0.0251916,0.1239997,44
pubmed,0.7,2,0.4391339,0.7817671,0.2130095,0.0345267,0.1102554,38
pubmed,0.7,3,0.4353848,0.7804782,0.2083132,0.0297831,0.1225225,46
pubmed,0.7,4,0.4661953,0.779997,0.211954,0.0269534,0.119415,45
pubmed,0.7,5,0.5310802,0.7831666,0.2021348,0.0226061,0.1013393,43
pubmed,0.7,6,0.4217415,0.783118,0.203877,0.0265753,0.1002267,46
pubmed,0.7,7,0.4070497,0.7835441,0.205654,0.0226971,0.097133,39
pubmed,0.7,8,0.4209251,0.784036,0.218017,0.0269137,0.1018863,39
pubmed,0.7,9,0.5063541,0.7802198,0.2077031,0.0294457,0.1220101,46
pubmed,0.8,0,0.4750161,0.7828641,0.2137375,0.0241525,0.1052204,50
pubmed,0.8,1,0.4873285,0.7847741,0.2067456,0.024314,0.1015019,45
pubmed,0.8,2,0.5599165,0.7822026,0.2011824,0.0233325,0.1024933,43
pubmed,0.8,3,0.4526911,0.7806826,0.2030254,0.0346052,0.1068281,37
pubmed,0.8,4,0.4610927,0.7822926,0.2084463,0.0339411,0.1076906,42
pubmed,0.8,5,0.5490265,0.7794921,0.2057813,0.0304466,0.1179862,43
pubmed,0.8,6,0.4727957,0.7844784,0.2040341,0.0254002,0.0912024,39
pubmed,0.8,7,0.5440531,0.7819587,0.2025888,0.0270895,0.1060216,46
pubmed,0.8,8,0.4980168,0.7843034,0.210846,0.0298692,0.0986507,42
pubmed,0.8,9,0.4692049,0.7797825,0.2061123,0.0259764,0.1114048,44
pubmed,0.9,0,0.615757,0.7796707,0.2053272,0.027933,0.1119349,45
pubmed,0.9,1,0.5593877,0.7821569,0.2096544,0.0229423,0.0987124,45
pubmed,0.9,2,0.5280735,0.7845048,0.20606,0.0235258,0.0959068,43
pubmed,0.9,3,0.6011851,0.7838166,0.2053494,0.0249621,0.092797,43
pubmed,0.9,4,0.5474417,0.7842145,0.1977356,0.027494,0.0889437,42
pubmed,0.9,5,0.5411422,0.7816035,0.2074487,0.020621,0.1008258,49
pubmed,0.9,6,0.6975701,0.7806227,0.2034298,0.0238669,0.1059171,43
pubmed,0.9,7,0.5420063,0.781194,0.2008159,0.0313475,0.103651,41
pubmed,0.9,8,0.6362305,0.7819785,0.1984962,0.0217971,0.0952017,45
pubmed,0.9,9,0.5576127,0.7821452,0.2094404,0.0232711,0.1070183,44
pubmed,1.0,0,0.4095752,0.7834209,0.2103366,0.0281158,0.0957078,42
pubmed,1.0,1,0.4088624,0.7834972,0.2092818,0.025048,0.0950818,41
pubmed,1.0,2,0.4119062,0.7829,0.2007279,0.0278643,0.0925209,41
pubmed,1.0,3,0.4116149,0.7815611,0.205877,0.0234537,0.0963547,40
pubmed,1.0,4,0.4167411,0.7816387,0.2019558,0.0267075,0.0984799,44
pubmed,1.0,5,0.4072094,0.781453,0.2101527,0.0314225,0.107359,42
pubmed,1.0,6,0.4119549,0.7802148,0.2138858,0.0319535,0.1083492,37
pubmed,1.0,7,0.4059715,0.7845838,0.1971609,0.0247754,0.0838917,44
pubmed,1.0,8,0.4082675,0.779755,0.2059303,0.0320557,0.1067486,40
pubmed,1.0,9,0.4084384,0.7817306,0.2027546,0.0302607,0.0982562,43
dolphin,0.0,0,0.0006747,0.3734821,1.0,1.0,1.0,2
dolphin,0.0,1,0.0004811,0.3734821,1.0,1.0,1.0,2
dolphin,0.0,2,0.0004895,0.3734821,1.0,1.0,1.0,2
dolphin,0.0,3,0.0004935,0.3734821,1.0,1.0,1.0,2
dolphin,0.0,4,0.0004799,0.3734821,1.0,1.0,1.0,2
dolphin,0.0,5,0.000479,0.3734821,1.0,1.0,1.0,2
dolphin,0.0,6,0.0004833,0.3734821,1.0,1.0,1.0,2
dolphin,0.0,7,0.0004816,0.3734821,1.0,1.0,1.0,2
dolphin,0.0,8,0.0004921,0.3734821,1.0,1.0,1.0,2
dolphin,0.0,9,0.0004897,0.3734821,1.0,1.0,1.0,2
dolphin,0.1,0,0.0019889,0.478027,0.5201089,0.23884,0.2972579,7
dolphin,0.1,1,0.0015266,0.524643,0.6077131,0.3290323,0.4181603,5
dolphin,0.1,2,0.0016203,0.5158617,0.4919353,0.2447818,0.3182539,6
dolphin,0.1,3,0.001539,0.5117875,0.5132996,0.3195084,0.3659626,5
dolphin,0.1,4,0.0012622,0.5158617,0.4919353,0.2447818,0.3182539,6
dolphin,0.1,5,0.0014091,0.5117875,0.5132996,0.3195084,0.3659626,5
dolphin,0.1,6,0.0013373,0.4779083,0.7562784,0.6111111,0.6303512,3
dolphin,0.1,7,0.0012307,0.4754559,0.4558315,0.2313364,0.2711143,7
dolphin,0.1,8,0.0012925,0.5117875,0.5132996,0.3195084,0.3659626,5
dolphin,0.1,9,0.0013268,0.4192279,0.5938046,0.4464286,0.5433346,4
dolphin,0.2,0,0.0017498,0.5117875,0.5132996,0.3464755,0.3659626,5
dolphin,0.2,1,0.0012736,0.5062102,0.5524105,0.482811,0.4223656,4
dolphin,0.2,2,0.0012908,0.5117875,0.5132996,0.3464755,0.3659626,5
dolphin,0.2,3,0.0014257,0.5062102,0.5524105,0.482811,0.4223656,4
dolphin,0.2,4,0.0014243,0.5117875,0.5132996,0.3464755,0.3659626,5
dolphin,0.2,5,0.0013924,0.4779083,0.7562784,0.8012821,0.6303512,3
dolphin,0.2,6,0.0012929,0.5062102,0.5524105,0.482811,0.4223656,4
dolphin,0.2,7,0.0014434,0.5062102,0.5524105,0.482811,0.4223656,4
dolphin,0.2,8,0.0012717,0.4525731,0.7718091,0.8324324,0.6699105,3
dolphin,0.2,9,0.0015724,0.4779083,0.7562784,0.8012821,0.6303512,3
dolphin,0.3,0,0.0014298,0.5062102,0.5524105,0.482811,0.4223656,4
dolphin,0.3,1,0.0013266,0.4525731,0.7718091,0.8324324,0.6699105,3
dolphin,0.3,2,0.0018864,0.5062102,0.5524105,0.482811,0.4223656,4
dolphin,0.3,3,0.0013201,0.4779083,0.7562784,0.8012821,0.6303512,3
dolphin,0.3,4,0.001379,0.5062102,0.5524105,0.482811,0.4223656,4
dolphin,0.3,5,0.0012581,0.5062102,0.5524105,0.482811,0.4223656,4
dolphin,0.3,6,0.0012579,0.5062102,0.5524105,0.482811,0.4223656,4
dolphin,0.3,7,0.0013826,0.4779083,0.7562784,0.8012821,0.6303512,3
dolphin,0.3,8,0.0013244,0.4525731,0.7718091,0.8324324,0.6699105,3
dolphin,0.3,9,0.0028031,0.5117875,0.5132996,0.3464755,0.3659626,5
dolphin,0.4,0,0.0021148,0.5176417,0.6307047,0.4485007,0.4181603,4
dolphin,0.4,1,0.0014327,0.5176417,0.6307047,0.4485007,0.4181603,4
dolphin,0.4,2,0.0014138,0.5208457,0.5968028,0.3363755,0.3901613,5
dolphin,0.4,3,0.0013585,0.5208457,0.5968028,0.3363755,0.3901613,5
dolphin,0.4,4,0.0014236,0.5208457,0.5968028,0.3363755,0.3901613,5
dolphin,0.4,5,0.0013609,0.5176417,0.6307047,0.4485007,0.4181603,4
dolphin,0.4,6,0.0021739,0.5219928,0.6331805,0.4345146,0.4237827,4
dolphin,0.4,7,0.0016873,0.5208457,0.5968028,0.3363755,0.3901613,5
dolphin,0.4,8,0.0013022,0.5068035,0.5316616,0.4260085,0.3659626,4
dolphin,0.4,9,0.0012918,0.5176417,0.6307047,0.4485007,0.4181603,4
dolphin,0.5,0,0.0019743,0.5062102,0.5524105,0.482811,0.4223656,4
dolphin,0.5,1,0.0014365,0.5176417,0.6307047,0.4485007,0.4181603,4
dolphin,0.5,2,0.0014052,0.5062102,0.5524105,0.482811,0.4223656,4
dolphin,0.5,3,0.0014122,0.5062102,0.5524105,0.482811,0.4223656,4
dolphin,0.5,4,0.0013812,0.5176417,0.6307047,0.4485007,0.4181603,4
dolphin,0.5,5,0.0014358,0.5062102,0.5524105,0.482811,0.4223656,4
dolphin,0.5,6,0.0013912,0.5062102,0.5524105,0.482811,0.4223656,4
dolphin,0.5,7,0.0013995,0.5062102,0.5524105,0.482811,0.4223656,4
dolphin,0.5,8,0.0016341,0.5176417,0.6307047,0.4485007,0.4181603,4
dolphin,0.5,9,0.0013976,0.5062102,0.5524105,0.482811,0.4223656,4
dolphin,0.6,0,0.001837,0.5257901,0.6454751,0.457478,0.4520079,4
dolphin,0.6,1,0.0015211,0.5196986,0.6328549,0.4515723,0.4237827,4
dolphin,0.6,2,0.0014408,0.5196986,0.6328549,0.4614379,0.4237827,4
dolphin,0.6,3,0.0014305,0.5276097,0.5880272,0.3363755,0.379014,5
dolphin,0.6,4,0.0014236,0.5196986,0.6328549,0.4614379,0.4237827,4
dolphin,0.6,5,0.0014293,0.5196986,0.6328549,0.4614379,0.4237827,4
dolphin,0.6,6,0.0014129,0.5196986,0.6328549,0.4515723,0.4237827,4
dolphin,0.6,7,0.0013731,0.5257901,0.6454751,0.457478,0.4520079,4
dolphin,0.6,8,0.0016177,0.5196986,0.6328549,0.4515723,0.4237827,4
dolphin,0.6,9,0.0014212,0.5196986,0.6328549,0.4515723,0.4237827,4
dolphin,0.7,0,0.0019765,0.5257901,0.6454751,0.457478,0.4520079,4
dolphin,0.7,1,0.001487,0.5257901,0.6454751,0.457478,0.4520079,4
dolphin,0.7,2,0.0014765,0.5257901,0.6454751,0.457478,0.4520079,4
dolphin,0.7,3,0.001451,0.5257901,0.6454751,0.457478,0.4520079,4
dolphin,0.7,4,0.0014729,0.524109,0.5124321,0.3614591,0.3329497,5
dolphin,0.7,5,0.0014458,0.524109,0.5124321,0.3614591,0.3329497,5
dolphin,0.7,6,0.0015256,0.5257901,0.6454751,0.457478,0.4520079,4
dolphin,0.7,7,0.0014706,0.5257901,0.6454751,0.457478,0.4520079,4
dolphin,0.7,8,0.0016356,0.5257901,0.6454751,0.457478,0.4520079,4
dolphin,0.7,9,0.0015039,0.5257901,0.6454751,0.457478,0.4520079,4
dolphin,0.8,0,0.0019782,0.5237135,0.6404061,0.4500745,0.440695,4
dolphin,0.8,1,0.0015061,0.5114513,0.5400879,0.4415684,0.3865554,4
dolphin,0.8,2,0.0018721,0.5247617,0.5839212,0.3302387,0.3697473,5
dolphin,0.8,3,0.0017774,0.520727,0.5059451,0.350697,0.3216224,5
dolphin,0.8,4,0.0015194,0.5237135,0.6404061,0.4500745,0.440695,4
dolphin,0.8,5,0.0018287,0.5237135,0.6404061,0.4500745,0.440695,4
dolphin,0.8,6,0.0016148,0.5237135,0.6404061,0.4500745,0.440695,4
dolphin,0.8,7,0.0017638,0.5237135,0.6404061,0.4500745,0.440695,4
dolphin,0.8,8,0.0015783,0.5237135,0.6404061,0.4500745,0.440695,4
dolphin,0.8,9,0.0015342,0.5237135,0.6404061,0.4500745,0.440695,4
dolphin,0.9,0,0.0019445,0.5233377,0.5138894,0.362766,0.3418688,5
dolphin,0.9,1,0.0015242,0.5285194,0.5864663,0.3420127,0.3734515,5
dolphin,0.9,2,0.0015135,0.524109,0.5124321,0.3240678,0.3329497,5
dolphin,0.9,3,0.0015323,0.5195799,0.4742528,0.232084,0.2708499,6
dolphin,0.9,4,0.0015175,0.5233377,0.5138894,0.362766,0.3418688,5
dolphin,0.9,5,0.0015488,0.5201139,0.4557962,0.2840678,0.2968695,5
dolphin,0.9,6,0.001714,0.5195799,0.4742528,0.232084,0.2708499,6
dolphin,0.9,7,0.0015421,0.5264626,0.5791513,0.4457455,0.4127279,4
dolphin,0.9,8,0.0015805,0.524109,0.5124321,0.3240678,0.3329497,5
dolphin,0.9,9,0.0016017,0.5285194,0.5864663,0.3420127,0.3734515,5
dolphin,1.0,0,0.0006454,0.5277283,0.593211,0.3423077,0.3901613,5
dolphin,1.0,1,0.0004447,0.5195799,0.4742528,0.232084,0.2708499,6
dolphin,1.0,2,0.0004067,0.5267988,0.5714557,0.4301856,0.3939759,4
dolphin,1.0,3,0.0004013,0.5195799,0.4742528,0.232084,0.2708499,6
dolphin,1.0,4,0.0004122,0.5195799,0.4742528,0.232084,0.2708499,6
dolphin,1.0,5,0.0004292,0.5277283,0.593211,0.3423077,0.3901613,5
dolphin,1.0,6,0.0004144,0.5277283,0.593211,0.3423077,0.3901613,5
dolphin,1.0,7,0.0007224,0.5277283,0.593211,0.3423077,0.3901613,5
dolphin,1.0,8,0.0004251,0.524109,0.5124321,0.3240678,0.3329497,5
dolphin,1.0,9,0.0004208,0.5285194,0.5864663,0.3302387,0.3734515,5
football,0.0,0,0.0013678,0.3577025,0.3559059,0.06017,0.1364752,2
football,0.0,1,0.0010591,0.3577025,0.3559059,0.06017,0.1364752,2
football,0.0,2,0.0010967,0.3577025,0.3559059,0.06017,0.1364752,2
football,0.0,3,0.0014172,0.3577025,0.3559059,0.06017,0.1364752,2
football,0.0,4,0.0010753,0.3577025,0.3559059,0.06017,0.1364752,2
football,0.0,5,0.0013301,0.3577025,0.3559059,0.06017,0.1364752,2
football,0.0,6,0.0010574,0.3577025,0.3559059,0.06017,0.1364752,2
football,0.0,7,0.0010889,0.3577025,0.3559059,0.06017,0.1364752,2
football,0.0,8,0.0010931,0.3577025,0.3559059,0.06017,0.1364752,2
football,0.0,9,0.0010974,0.3577025,0.3559059,0.06017,0.1364752,2
football,0.1,0,0.0026224,0.4939817,0.677727,0.4142696,0.3510225,8
football,0.1,1,0.0018818,0.5797551,0.8481276,0.624227,0.7015365,9
football,0.1,2,0.0018709,0.5353103,0.8088321,0.5584866,0.5615093,9
football,0.1,3,0.0020738,0.5175986,0.7197408,0.3935667,0.3922027,6
football,0.1,4,0.0025387,0.5712592,0.8040458,0.5228475,0.6057639,8
football,0.1,5,0.0016515,0.555606,0.8252573,0.5664231,0.5992302,8
football,0.1,6,0.0018952,0.5269554,0.7065465,0.3807324,0.4198858,6
football,0.1,7,0.0020561,0.5321314,0.7033795,0.3916922,0.4037383,6
football,0.1,8,0.0024545,0.5465565,0.742977,0.4062004,0.5182073,7
football,0.1,9,0.0016842,0.5555421,0.7980109,0.448596,0.58394,8
football,0.2,0,0.0023661,0.4664155,0.6100569,0.2219414,0.2939588,4
football,0.2,1,0.0018296,0.4579822,0.5711189,0.2193773,0.2457449,4
football,0.2,2,0.0018947,0.4986188,0.6470125,0.2962764,0.3209228,5
football,0.2,3,0.0019004,0.4882029,0.6003244,0.2036634,0.2959188,4
football,0.2,4,0.0017426,0.5080581,0.7144411,0.3921693,0.3963271,6
football,0.2,5,0.0017157,0.4940655,0.6483327,0.296657,0.3460673,5
football,0.2,6,0.0018883,0.5063217,0.6808724,0.2912041,0.3682755,5
football,0.2,7,0.0017142,0.5272415,0.7054077,0.3542691,0.4250397,6
football,0.2,8,0.0019071,0.5391677,0.7103435,0.3511953,0.4411701,6
football,0.2,9,0.0016968,0.4513371,0.5488264,0.2166105,0.2534785,4
football,0.3,0,0.0025172,0.518027,0.6851589,0.2912088,0.3999177,5
football,0.3,1,0.0022204,0.518027,0.6851589,0.2912088,0.3999177,5
football,0.3,2,0.0019197,0.5234133,0.6838863,0.2908711,0.4020978,5
football,0.3,3,0.0020194,0.516409,0.6860755,0.292316,0.3873006,5
football,0.3,4,0.0019219,0.5234133,0.6838863,0.2908711,0.4020978,5
football,0.3,5,0.0018077,0.516409,0.6860755,0.292316,0.3873006,5
football,0.3,6,0.0020609,0.518027,0.6851589,0.2912088,0.3999177,5
football,0.3,7,0.0018628,0.516409,0.6860755,0.292316,0.3873006,5
football,0.3,8,0.0018182,0.5396281,0.7276154,0.3785989,0.4727267,6
football,0.3,9,0.001945,0.5396281,0.7276154,0.3785989,0.4727267,6
football,0.4,0,0.0026052,0.5238697,0.7429773,0.3954806,0.4360042,6
football,0.4,1,0.0020878,0.5238697,0.7429773,0.3954806,0.4360042,6
football,0.4,2,0.0020218,0.5220694,0.7407533,0.3984668,0.4326852,6
football,0.4,3,0.0020113,0.5238697,0.7429773,0.3954806,0.4360042,6
football,0.4,4,0.0019233,0.5238697,0.7429773,0.3954806,0.4360042,6
football,0.4,5,0.0020623,0.5238697,0.7429773,0.3954806,0.4360042,6
football,0.4,6,0.0021298,0.5238697,0.7429773,0.3954806,0.4360042,6
football,0.4,7,0.0020473,0.5238697,0.7429773,0.3954806,0.4360042,6
football,0.4,8,0.0019257,0.5238697,0.7429773,0.3954806,0.4360042,6
football,0.4,9,0.0019355,0.5440603,0.7621748,0.4783988,0.5365048,7
football,0.5,0,0.0026658,0.5418342,0.7776069,0.4846718,0.4962568,7
football,0.5,1,0.0020101,0.5493947,0.777917,0.4833399,0.5056575,7
football,0.5,2,0.0020175,0.5493947,0.777917,0.4833399,0.5056575,7
football,0.5,3,0.0019875,0.5386434,0.7702938,0.4853881,0.4700836,7
football,0.5,4,0.0019209,0.5386434,0.7702938,0.4853881,0.4700836,7
football,0.5,5,0.0020738,0.5386434,0.7702938,0.4853881,0.4700836,7
football,0.5,6,0.002023,0.5493947,0.777917,0.4833399,0.5056575,7
football,0.5,7,0.0020092,0.5358092,0.7817173,0.4959633,0.4777443,7
football,0.5,8,0.0020227,0.5418342,0.7776069,0.4846718,0.4962568,7
football,0.5,9,0.0019968,0.5493947,0.777917,0.4833399,0.5056575,7
football,0.6,0,0.0024126,0.5759948,0.8259176,0.5816931,0.6526921,8
football,0.6,1,0.002691,0.5759948,0.8259176,0.5816931,0.6526921,8
football,0.6,2,0.0022357,0.5759948,0.8259176,0.5816931,0.6526921,8
football,0.6,3,0.0023441,0.5760893,0.8454301,0.5918759,0.6464283,8
football,0.6,4,0.0025787,0.586661,0.8254449,0.569442,0.6655706,8
football,0.6,5,0.002439,0.5759948,0.8259176,0.5816931,0.6526921,8
football,0.6,6,0.0021279,0.5759948,0.8259176,0.5816931,0.6526921,8
football,0.6,7,0.0022578,0.5759948,0.8259176,0.5816931,0.6526921,8
football,0.6,8,0.0026574,0.5909309,0.8436211,0.5861814,0.6461356,8
football,0.6,9,0.0023174,0.593797,0.8411265,0.5793215,0.6737208,8
football,0.7,0,0.0030248,0.59785,0.8735574,0.6772003,0.7502972,9
football,0.7,1,0.0024331,0.5949213,0.8526558,0.6698458,0.7246037,9
football,0.7,2,0.0023868,0.5924943,0.8477878,0.6640257,0.7335784,9
football,0.7,3,0.0023108,0.5924943,0.8477878,0.6640257,0.7335784,9
football,0.7,4,0.0024755,0.59785,0.8735574,0.6772003,0.7502972,9
football,0.7,5,0.0030582,0.59785,0.8735574,0.6772003,0.7502972,9
football,0.7,6,0.0023746,0.5949213,0.8526558,0.6698458,0.7246037,9
football,0.7,7,0.0024209,0.5924943,0.8477878,0.6640257,0.7335784,9
football,0.7,8,0.0024669,0.5961508,0.8551711,0.6640257,0.737809,9
football,0.7,9,0.0022061,0.5924943,0.8477878,0.6640257,0.7335784,9
football,0.8,0,0.0031369,0.5892729,0.8374227,0.5823102,0.6496014,8
football,0.8,1,0.0024979,0.5891292,0.8374227,0.5797715,0.6496014,8
football,0.8,2,0.0028977,0.5892729,0.8374227,0.5823102,0.6496014,8
football,0.8,3,0.0024202,0.5892729,0.8374227,0.5823102,0.6496014,8
football,0.8,4,0.00265,0.5892729,0.8374227,0.5823102,0.6496014,8
football,0.8,5,0.0024734,0.5861327,0.8449703,0.5856033,0.642879,8
football,0.8,6,0.0024302,0.5891292,0.8374227,0.5797715,0.6496014,8
football,0.8,7,0.0025058,0.5892729,0.8374227,0.5823102,0.6496014,8
football,0.8,8,0.002552,0.5892729,0.8374227,0.5823102,0.6496014,8
football,0.8,9,0.0024261,0.5892729,0.8374227,0.5823102,0.6496014,8
football,0.9,0,0.0033181,0.5967895,0.8558329,0.6728605,0.7370068,9
football,0.9,1,0.0025954,0.5967895,0.8558329,0.6728605,0.7370068,9
football,0.9,2,0.0026674,0.5967895,0.8558329,0.6728605,0.7370068,9
football,0.9,3,0.0027814,0.5967895,0.8558329,0.6728605,0.7370068,9
football,0.9,4,0.0031099,0.5967895,0.8558329,0.6728605,0.7370068,9
football,0.9,5,0.0030448,0.5967895,0.8558329,0.6728605,0.7370068,9
football,0.9,6,0.0027287,0.5967895,0.8558329,0.6728605,0.7370068,9
football,0.9,7,0.0025961,0.5967895,0.8558329,0.6728605,0.7370068,9
football,0.9,8,0.0026567,0.5967895,0.8558329,0.6728605,0.7370068,9
football,0.9,9,0.0025804,0.5967895,0.8558329,0.6728605,0.7370068,9
football,1.0,0,0.0010378,0.6045696,0.8903166,0.7659458,0.8069409,10
football,1.0,1,0.0007715,0.6045696,0.8903166,0.7659458,0.8069409,10
football,1.0,2,0.0007198,0.6045696,0.8903166,0.7659458,0.8069409,10
football,1.0,3,0.0007346,0.6045696,0.8903166,0.7659458,0.8069409,10
football,1.0,4,0.00107,0.6045696,0.8903166,0.7659458,0.8069409,10
football,1.0,5,0.0007529,0.6045696,0.8903166,0.7659458,0.8069409,10
football,1.0,6,0.0008154,0.6044285,0.8922958,0.7641206,0.8165464,10
football,1.0,7,0.0007324,0.6045696,0.8903166,0.7659458,0.8069409,10
football,1.0,8,0.0008271,0.6045696,0.8903166,0.7659458,0.8069409,10
football,1.0,9,0.0007229,0.6045696,0.8903166,0.7659458,0.8069409,10
mexican,0.0,0,0.0001955,0.0,0.0,0.3965517,0.0,1
mexican,0.0,1,0.0001369,0.0,0.0,0.3965517,0.0,1
mexican,0.0,2,0.0001302,0.0,0.0,0.3965517,0.0,1
mexican,0.0,3,0.0001283,0.0,0.0,0.3965517,0.0,1
mexican,0.0,4,0.0001292,0.0,0.0,0.3965517,0.0,1
mexican,0.0,5,0.0001287,0.0,0.0,0.3965517,0.0,1
mexican,0.0,6,0.0001333,0.0,0.0,0.3965517,0.0,1
mexican,0.0,7,0.0001307,0.0,0.0,0.3965517,0.0,1
mexican,0.0,8,0.0001307,0.0,0.0,0.3965517,0.0,1
mexican,0.0,9,0.0001302,0.0,0.0,0.3965517,0.0,1
mexican,0.1,0,0.0011983,0.2064431,0.1791649,0.72,0.2592849,2
mexican,0.1,1,0.00087,0.0,0.0,0.3965517,0.0,1
mexican,0.1,2,0.0008585,0.2064431,0.1791649,0.72,0.2592849,2
mexican,0.1,3,0.0008359,0.1551246,0.0831292,0.6260684,0.1336735,2
mexican,0.1,4,0.0007989,0.2064431,0.1791649,0.72,0.2592849,2
