Graph,Repeat,Algorithm,Time,Modularity,NMI,F1_Score,ARI
polblogs,6,Leiden-LPA_Hybrid,0.0444334,0.4258625,0.6990017,0.632172,0.7995509
polblogs,6,Pure_Leiden,0.0145476,0.427114,0.6320054,0.1859338,0.7654496
polblogs,6,Louvain,0.0929394,0.427099,0.6415493,0.2070964,0.7723433
polblogs,6,Pure_LPA,0.0137568,0.4259809,0.700775,0.4733168,0.798036
polblogs,7,Leiden-LPA_Hybrid,0.0442376,0.4258625,0.6990017,0.632172,0.7995509
polblogs,7,Pure_Leiden,0.0144,0.42706,0.6550115,0.208125,0.7836155
polblogs,7,Louvain,0.101264,0.4267429,0.6339443,0.2332576,0.7568193
polblogs,7,Pure_LPA,0.0135601,0.4259809,0.700775,0.4733168,0.798036
polblogs,8,Leiden-LPA_Hybrid,0.0444901,0.4258625,0.6990017,0.632172,0.7995509
polblogs,8,Pure_Leiden,0.014153,0.4268905,0.6502292,0.207377,0.7783308
polblogs,8,Louvain,0.0844495,0.426808,0.6449703,0.233205,0.7736359
polblogs,8,Pure_LPA,0.0135052,0.4259809,0.700775,0.4733168,0.798036
polblogs,9,Leiden-LPA_Hybrid,0.0531378,0.4258625,0.6990017,0.632172,0.7995509
polblogs,9,Pure_Leiden,0.0149691,0.4270852,0.6308458,0.1857655,0.7641524
polblogs,9,Louvain,0.1154523,0.4271071,0.6356385,0.186098,0.7683151
polblogs,9,Pure_LPA,0.0156169,0.4259809,0.700775,0.4733168,0.798036
